Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Song, S., Huang, T., Zhu, Q., Hu, H.","57214816202;57211046364;16065091200;7404096825;","ODSPC: deep learning-based 3D object detection using semantic point cloud",2024,"Visual Computer","40","2",,"849","863",,1,"10.1007/s00371-023-02820-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150263435&doi=10.1007%2fs00371-023-02820-2&partnerID=40&md5=5fd8c4e2ff6a823a30c0601de1c8a622",Article,"Final","",Scopus,2-s2.0-85150263435
