Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Li, B., Li, J., Tang, K., Yao, X.","57904185600;57192272098;35389743100;7402530404;","Many-objective evolutionary algorithms: A survey",2015,"ACM Computing Surveys","48","1","A10","","",,714,"10.1145/2792984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945334258&doi=10.1145%2f2792984&partnerID=40&md5=361c2c9ef99f09b43e2a8637b5f0fa63",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84945334258
"Wang, H., Jiao, L., Yao, X.","55539503700;7102491544;7402530404;","Two Arch2: An Improved Two-Archive Algorithm for Many-Objective Optimization",2015,"IEEE Transactions on Evolutionary Computation","19","4","6883177","524","541",,496,"10.1109/TEVC.2014.2350987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938564711&doi=10.1109%2fTEVC.2014.2350987&partnerID=40&md5=927c582c4f9fa2f7ac5d1240297a358e",Article,"Final","",Scopus,2-s2.0-84938564711
"Asafuddoula, M., Ray, T., Sarker, R.","48361049700;9742224100;57214204734;","A decomposition-based evolutionary algorithm for many objective optimization",2015,"IEEE Transactions on Evolutionary Computation","19","3","6857344","445","460",,351,"10.1109/TEVC.2014.2339823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930939687&doi=10.1109%2fTEVC.2014.2339823&partnerID=40&md5=61449e6b875bf0dd121d8dc163005ce9",Article,"Final","",Scopus,2-s2.0-84930939687
"Deb, K., Jain, H.","7006019904;58888103400;","An evolutionary many-objective optimization algorithm using reference-point-based nondominated sorting approach, Part I: Solving problems with box constraints",2014,"IEEE Transactions on Evolutionary Computation","18","4","6600851","577","601",,5106,"10.1109/TEVC.2013.2281535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905581607&doi=10.1109%2fTEVC.2013.2281535&partnerID=40&md5=1cba0c6c5a0edc476f23df0438b79190",Article,"Final","",Scopus,2-s2.0-84905581607
"Yang, S., Li, M., Liu, X., Zheng, J.","57205311873;24401307300;35290922200;8833923400;","A grid-based evolutionary algorithm for many-objective optimization",2013,"IEEE Transactions on Evolutionary Computation","17","5","6400243","721","736",,842,"10.1109/TEVC.2012.2227145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875528853&doi=10.1109%2fTEVC.2012.2227145&partnerID=40&md5=02e5fcef491e6fa9fda33e0ac67f8bed",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84875528853
"Zhou, A., Qu, B.-Y., Li, H., Zhao, S.-Z., Suganthan, P.N., Zhangd, Q.","36648271300;35178088100;57060865600;36009680700;7003996538;7406718367;","Multiobjective evolutionary algorithms: A survey of the state of the art",2011,"Swarm and Evolutionary Computation","1","1",,"32","49",,1871,"10.1016/j.swevo.2011.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960530761&doi=10.1016%2fj.swevo.2011.03.001&partnerID=40&md5=2a83f674be322b7f5223914fb3b9523f",Review,"Final","",Scopus,2-s2.0-79960530761
"Huang, Y.","",[No title available],2008,"Intelligent Optimization Algorithm and Its Application",,,,"","",,65,,,Article,"Final","",Scopus,2-s2.0-70349528173
"Gaoping, W., Huawei, J.","6506360361;24833086800;","Fuzzy-dominance and its application in evolutionary many objective optimization",2007,"Proceedings - CIS Workshops 2007, 2007 International Conference on Computational Intelligence and Security Workshops",,,"4425478","195","198",,89,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52249095716&partnerID=40&md5=0f80e007b5317615fa52022c5b2b6afc",Conference Paper,"Final","",Scopus,2-s2.0-52249095716
"Zhang, Q., Li, H.","7406718367;57204556905;","MOEA/D: A multiobjective evolutionary algorithm based on decomposition",2007,"IEEE Transactions on Evolutionary Computation","11","6",,"712","731",,7879,"10.1109/TEVC.2007.892759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548108555&doi=10.1109%2fTEVC.2007.892759&partnerID=40&md5=5b59a605c384316776e06c8b75175d7f",Article,"Final","",Scopus,2-s2.0-34548108555
"di Pierro, F., Khu, S.-T., Savić, D.A.","8936020900;7801632837;35580202000;","An investigation on preference order ranking scheme for multiobjective evolutionary optimization",2007,"IEEE Transactions on Evolutionary Computation","11","1",,"17","45",,273,"10.1109/TEVC.2006.876362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947224691&doi=10.1109%2fTEVC.2006.876362&partnerID=40&md5=c0c0b09b1100a73fd9aefe432cd692bf",Article,"Final","",Scopus,2-s2.0-33947224691
"Huband, S., Hingston, P., Barone, L., While, L.","8925963700;35617767400;8877033800;8704390600;","A review of multiobjective test problems and a scalable test problem toolkit",2006,"IEEE Transactions on Evolutionary Computation","10","5",,"477","506",,1696,"10.1109/TEVC.2005.861417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749860403&doi=10.1109%2fTEVC.2005.861417&partnerID=40&md5=d36d39d07d59d614e53a73dd291fc0f5",Review,"Final","All Open Access, Green",Scopus,2-s2.0-33749860403
"While, L., Hingston, P., Barone, L., Huband, S.","8704390600;35617767400;8877033800;8925963700;","A faster algorithm for calculating hypervolume",2006,"IEEE Transactions on Evolutionary Computation","10","1",,"29","38",,833,"10.1109/TEVC.2005.851275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31744438420&doi=10.1109%2fTEVC.2005.851275&partnerID=40&md5=4c37a70c7892fae7114f95776e145f89",Article,"Final","",Scopus,2-s2.0-31744438420
"Deb, K., Thiele, L., Laumanns, M., Zitzler, E.","","Scalable test problems for evolutionary multi-objective optimization",2005,"Evolutionary Multiobjective Optimization: Theoretical Advances and Applications",,,,"105","145",,1634,,,Article,"Final","",Scopus,2-s2.0-33745917564
"Deb, K., Pratap, A., Agarwal, S., Meyarivan, T.","7006019904;22986312100;57213773279;6507936765;","A fast and elitist multiobjective genetic algorithm: NSGA-II",2002,"IEEE Transactions on Evolutionary Computation","6","2",,"182","197",,39803,"10.1109/4235.996017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036530772&doi=10.1109%2f4235.996017&partnerID=40&md5=76831106ec37df04361f38a96f7c2508",Article,"Final","",Scopus,2-s2.0-0036530772
