Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Liu, Y., Jiang, P., Duan, G., Wang, J., Zhou, L., Xie, J.","57216532764;56608595800;37076896100;57466427500;57207225513;57207417900;","Investigation on the Fatigue Crack Propagation of Medium-Entropy Alloys with Heterogeneous Microstructures",2022,"Materials","15","17","6081","","",,2,"10.3390/ma15176081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137910137&doi=10.3390%2fma15176081&partnerID=40&md5=8cb738a16f33f6700294fb12e37e39d9",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85137910137
