Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Tan, C., Zou, J., Li, S., Jamshidi, P., Abena, A., Forsey, A., Moat, R.J., Essa, K., Wang, M., Zhou, K., Attallah, M.M.","56978521300;57200527991;56146844200;55555428600;56779987700;56082130600;23051519300;28567730100;56224105300;57211832253;12792791500;","Additive manufacturing of bio-inspired multi-scale hierarchically strengthened lattice structures",2021,"International Journal of Machine Tools and Manufacture","167",,"103764","","",,114,"10.1016/j.ijmachtools.2021.103764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108869574&doi=10.1016%2fj.ijmachtools.2021.103764&partnerID=40&md5=982fb3db430c4e6750e7e52f9c80e9e0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85108869574
