"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","An underwater image enhancement benchmark dataset and beyond","2019","Arxiv","1901","","","05495","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150594591&partnerID=40&md5=c5260c3e0579516ebccea4119991f089","Article","Final","","Scopus","2-s2.0-85150594591"
"","","","An Underwater Image Enhancement Benchmark Dataset and Beyond","0000","An Underwater Image Enhancement Benchmark and Beyond","","","","","","","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077631118&partnerID=40&md5=92322a82b0ba1333f998af01207b3037","Article","Final","","Scopus","2-s2.0-85077631118"
"","","","","2019","An underwater image enhancement benchmark dataset and beyond","","","","","","","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145770582&partnerID=40&md5=3994c3a9ebed113672d63ac25df48c4d","Article","Final","","Scopus","2-s2.0-85145770582"
"","","","An Underwater Image Enhancement Benchmark Dataset and Beyond","2013","Github","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209225795&partnerID=40&md5=a71d26d64e053f78b33c5b8cfece99dc","Article","Final","","Scopus","2-s2.0-85209225795"
"","","","","2020","An Underwater Image Enhancement Benchmark Dataset and Beyond","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161906557&partnerID=40&md5=2ec718455e8abe80ea4a3ac822e37440","Article","Final","","Scopus","2-s2.0-85161906557"
