Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Das, M.R., Hussain, N., Duarah, R., Sharma, N., Sarmah, P., Thakur, A., Bhattacharjee, P., Bora, U., Boukherroub, R.","8543157500;57196908437;56764306500;57213701963;59126751900;56214989500;57200788274;55597086985;8544985800;","Metal nanoparticles decorated two-dimensional nanosheets as heterogeneous catalysts for coupling reactions",2024,"Catalysis Reviews - Science and Engineering","66","3",,"923","995",,5,"10.1080/01614940.2022.2100633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143795912&doi=10.1080%2f01614940.2022.2100633&partnerID=40&md5=7ff36b0fd729dccbd87f991e19bc15bb",Review,"Final","",Scopus,2-s2.0-85143795912
