Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yu, Y., Jin, S., Yu, Z., Xing, J., Chen, H., Li, K., Liu, C., Deng, C., Xiao, H.","58485968400;57194187332;57208796871;58247429700;58928536400;56770336300;57225012464;57223328648;7401565227;","Deep eutectic supramolecular polymer functionalized MXene for enhancing mechanical properties, photothermal conversion, and bacterial inactivation of cellulose textiles",2024,"International Journal of Biological Macromolecules","267",,"131512","","",,4,"10.1016/j.ijbiomac.2024.131512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190846312&doi=10.1016%2fj.ijbiomac.2024.131512&partnerID=40&md5=e190be74dbd1a6791f092e57ba555ce6",Article,"Final","",Scopus,2-s2.0-85190846312
