Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Distributed Secure Cooperative Control under Denial-of-Service Attacks from Multiple Adversaries,2-s2.0-85088201406,https://www.scopus.com/record/display.url?eid=2-s2.0-85088201406&origin=resultslist,,2-s2.0-85130812781,https://www.scopus.com/record/display.url?eid=2-s2.0-85130812781&origin=resultslist,Prediction of Network Attacks Using Supervised Machine Learning Algorithm,2-s2.0-85130811681,https://www.scopus.com/record/display.url?eid=2-s2.0-85130811681&origin=resultslist
