Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Feng, X., Zhang, R., Chu, Z., Wei, L., Bian, C., Duan, L.","59491195900;59491615200;59490337100;58858923400;59490337200;59490121900;","LDFA: Lightweight Dynamic Feature Aggregation for Multi-Modal Fusion",2024,"SAE Technical Papers",,,,"","",,,"10.4271/2024-01-7008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213377858&doi=10.4271%2f2024-01-7008&partnerID=40&md5=902f8c5fbbb60954a0e9b6f2a27525db",Conference Paper,"Final","",Scopus,2-s2.0-85213377858
