Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhang, B., Zhao, Y., Su, C., Cao, G.","58761031600;57220197086;8441704600;58356992300;","High-order multilayer attention fusion network for 3D object detection",2024,"Engineering Reports","6","12","e12987","","",,,"10.1002/eng2.12987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203326872&doi=10.1002%2feng2.12987&partnerID=40&md5=fbed970614f04bff3a6ff7ac30156c35",Article,"Final","",Scopus,2-s2.0-85203326872
