Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Genc Acar, E., Akyıldız, Y.O., Kuru, T., Yenel, E., Aslan, E., Ersöz, M., Kuş, M., Hatay Patır, İ.","57278485600;58914193900;57820352900;47961505200;56197033800;7006613405;15829529900;57205059178;","Dye-sensitized sepiolite clay as natural scaffolds for visible light driven photocatalytic hydrogen evolution",2024,"International Journal of Hydrogen Energy",,,,"","",,,"10.1016/j.ijhydene.2024.07.327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199675898&doi=10.1016%2fj.ijhydene.2024.07.327&partnerID=40&md5=46e9042c216a705eb984a9c8dbb2b586",Article,"Article in Press","",Scopus,2-s2.0-85199675898
