"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Underwater Image Enhancement via Medium Transmission-Guided Multi-Color Space Embedding","2021","CoRR","","","","","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147605421&partnerID=40&md5=b6b4bdac6b20aa8e5629c0dbff513969","Article","Final","","Scopus","2-s2.0-85147605421"
"","","","Underwater image enhancement via medium transmission-guided multi-color space embedding","2021","IEEE Trans. Image Process","47","9","","14","21","7","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195255476&partnerID=40&md5=b4b31cc56594d6e2a725cba8c26b5b75","Article","Final","","Scopus","2-s2.0-85195255476"
