"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets","2020","Adv. Mater.","32","","","","","","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118502810&partnerID=40&md5=40c436625bb36606148f2514f81313b1","Article","Final","","Scopus","2-s2.0-85118502810"
"","","","A general method for transition metal single atoms anchored on honeycomb-like nitrogen-doped carbon nanosheets","2020","Adv. Mater.","32","","","1906905","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189096005&partnerID=40&md5=bbf2cbf50fc7dbf4bdb7fbd205b7ec44","Article","Final","","Scopus","2-s2.0-85189096005"
