Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Vennapusa, M., Bhyrapuneni, S.","57209248302;57202505540;","A comprehensive study of machine learning mechanisms on big data",2019,"International Journal of Recent Technology and Engineering","7","6",,"773","779",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067033947&partnerID=40&md5=88cb3a95b9a8fe880e69c71791cbd6f7",Article,"Final","",Scopus,2-s2.0-85067033947
