"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Uretinex-net: Retinex-based deep unfolding network for low-light image enhancement. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (pp. 5901–5910)","2022","","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182824991&partnerID=40&md5=96e53caa00ffe804d7b4640476bacb76","Article","Final","","Scopus","2-s2.0-85182824991"
"","","","URetinex-Net: Retinex-Based Deep Unfolding Network for Low-Light Image Enhancement","2022","Uretinex-net: Retinex-based deep unfolding network for low-light image enhancement","","","","5901","5910","9","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143840837&partnerID=40&md5=ac48a881df58b99ca537b10ae21c3ca9","Article","Final","","Scopus","2-s2.0-85143840837"
