Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Li, N., Li, G., Wang, Y.","57200093190;58930490400;56438237300;","Research on Attention-Driven Unsupervised Underwater Image Enhancement",2023,"2023 IEEE International Conference on Electrical, Automation and Computer Engineering, ICEACE 2023",,,,"1536","1543",,,"10.1109/ICEACE60673.2023.10442744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187406872&doi=10.1109%2fICEACE60673.2023.10442744&partnerID=40&md5=d2efb8827e46fdc863a8656efe4046b0",Conference Paper,"Final","",Scopus,2-s2.0-85187406872
