Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhong, S., Chen, J., Li, S., Ren, J., Hu, W., Guo, J., Ojo, O.A.","57256601800;23391771600;49963855300;49861941500;57199745403;39761634800;7102680903;","Achieving high strength-ductility of an Al–Mg–Si–Cu alloy via heterostructure coupling with pre-aging precipitation",2024,"Journal of Materials Research and Technology","30",,,"2223","2231",,1,"10.1016/j.jmrt.2024.03.224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189674337&doi=10.1016%2fj.jmrt.2024.03.224&partnerID=40&md5=0b3b0edd06cb09f0c1fcd585b3a82637",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85189674337
