Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link,Reason
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85080038401,https://www.scopus.com/record/display.url?eid=2-s2.0-85080038401&origin=resultslist,An Overview of Traditional and Recent Trends in Video Processing,2-s2.0-85080037411,https://www.scopus.com/record/display.url?eid=2-s2.0-85080037411&origin=resultslist,F07
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,Deep Video Compression with Scaled Hierarchical Bi-directional Motion Model,2-s2.0-85209773643,https://www.scopus.com/record/display.url?eid=2-s2.0-85209773643&origin=resultslist,F07
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,EFFICIENT VIDEO COMPRESSION USING DEEP JOINT OPTIMIZATION METHOD WITH MOTION ESTIMATION AND INTER-FRAME PREDICTION,2-s2.0-85205402805,https://www.scopus.com/record/display.url?eid=2-s2.0-85205402805&origin=resultslist,F07
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,Snap Video: Scaled Spatiotemporal Transformers for Text-to-Video Synthesis,2-s2.0-85197195088,https://www.scopus.com/record/display.url?eid=2-s2.0-85197195088&origin=resultslist,F07
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,Joint Image Data Hiding and Rate-Distortion Optimization in Neural Compressed Latent Representations,2-s2.0-85185711872,https://www.scopus.com/record/display.url?eid=2-s2.0-85185711872&origin=resultslist,F07
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,Context-Aware Neural Video Compression on Solar Dynamics Observatory,2-s2.0-85190108602,https://www.scopus.com/record/display.url?eid=2-s2.0-85190108602&origin=resultslist,F07
Image and Video Compression with Neural Networks: A Review,2-s2.0-85086310008,https://www.scopus.com/record/display.url?eid=2-s2.0-85086310008&origin=resultslist,Image and video compression with neural networks: A review,2-s2.0-85151149062,https://www.scopus.com/record/display.url?eid=2-s2.0-85151149062&origin=resultslist,Image Data Hiding in Neural Compressed Latent Representations,2-s2.0-85184857333,https://www.scopus.com/record/display.url?eid=2-s2.0-85184857333&origin=resultslist,F07
