Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Dai, H., Zhang, B., Zhao, H., Su, Y., Zhang, X., Li, B., Yang, M., Fan, X.","59508196900;59508115100;56434715300;57365867500;56927109600;57778080800;57194141001;10039940000;","An Algorithm for Enhancing Low-Light Remote Sensing Images Based on Zero-Reference Deep Curve Estimation (Zero-DCE)",2024,"Proceedings of SPIE - The International Society for Optical Engineering","13239",,"132390A","","",,,"10.1117/12.3036367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214570845&doi=10.1117%2f12.3036367&partnerID=40&md5=b0460a46d90f6c2498bdacb7e680fa97",Conference Paper,"Final","",Scopus,2-s2.0-85214570845
