"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Yury Gogotsi, Zhi Chunyi. MXene chemistry, electrochemistry and energy storage applications[J]. Nature Reviews","2022","Chemistry","6","","","389","404","15","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212229145&partnerID=40&md5=18892b362e6cc8d8a949a8b4ac742fa7","Article","Final","","Scopus","2-s2.0-85212229145"
"","","","MXene chemistry, electrochemistry and energy storage applications","2022","Nat. Rev. Chem","52","","","1","16","15","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131709054&partnerID=40&md5=0fcb599f7445bb74cddc0e19ce3159d9","Article","Final","","Scopus","2-s2.0-85131709054"
