Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Qin, S., Wang, G., Zhu, Z., Song, Z.","56701671300;58529801500;58529874700;58903290300;","Influence of ultrasonic surface rolling on tensile properties of high carbon low alloy quenching-partitioning-tempering steel",2024,"Materials Science and Engineering: A","895",,"146270","","",,5,"10.1016/j.msea.2024.146270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185827481&doi=10.1016%2fj.msea.2024.146270&partnerID=40&md5=02203c4d62fd9b6155ae45946d1caab7",Article,"Final","",Scopus,2-s2.0-85185827481
