Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Pandey, S., Mandal, S.K.","58512226400;57202738040;","Biomimetic artificial skin for robots: A review",2023,"Indian Journal of Engineering","20","53","e3ije1003","","",,1,"10.54905/disssi/v20i53/e3ije1003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166216677&doi=10.54905%2fdisssi%2fv20i53%2fe3ije1003&partnerID=40&md5=701b32ce983c3bd7a9485c03d6941a03",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85166216677
