Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ji, W., Zhou, R., Vivegananthan, P., See Wu, M., Gao, H., Zhou, K.","57037827300;57222548721;57742782700;56510326300;7402971356;54954093200;","Recent progress in gradient-structured metals and alloys",2023,"Progress in Materials Science","140",,"101194","","",,65,"10.1016/j.pmatsci.2023.101194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173266533&doi=10.1016%2fj.pmatsci.2023.101194&partnerID=40&md5=a7bf272f58af35bc9afb93e97cdfc273",Review,"Final","",Scopus,2-s2.0-85173266533
