Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ju, W., Yi, S., Wang, Y., Long, Q., Luo, J., Xiao, Z., Zhang, M.","57388495900;57202150604;57204957504;57211941178;58895752000;57193646222;57853084000;","A Survey of Data-Efficient Graph Learning",2024,"IJCAI International Joint Conference on Artificial Intelligence",,,,"8104","8113",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195616965&partnerID=40&md5=7a6ed0beacbcac1a40e907039c2a7809",Conference Paper,"Final","",Scopus,2-s2.0-85195616965
