Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Olorunnimbe, K., Viktor, H.","57772834000;6601941021;","Ensemble of temporal Transformers for financial time series",2024,"Journal of Intelligent Information Systems","62","4",,"1087","1111",,5,"10.1007/s10844-024-00851-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186462952&doi=10.1007%2fs10844-024-00851-2&partnerID=40&md5=ba49929dce1790348e2cb578286074d1",Article,"Final","",Scopus,2-s2.0-85186462952
