Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhang, H., Guo, N., Wang, Z., Xiao, Y., Zhu, X., Wang, S., Yao, X., Liu, Y., Zhang, X.","58771549500;58179587700;58771689400;58782422400;58065687600;58529968200;56515843700;46761193900;55972786900;","Two-Dimensional Transition Metal Boride TMB12 (TM = V, Cr, Mn, and Fe) Monolayers: Robust Antiferromagnetic Semiconductors with Large Magnetic Anisotropy",2023,"Molecules","28","24","7945","","",,,"10.3390/molecules28247945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180691272&doi=10.3390%2fmolecules28247945&partnerID=40&md5=1b8ee8704b963132f31e3cf601822c84",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85180691272
