Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Qiang, W., Wu, Q., Long, L.","58078906800;57217773459;8436656600;","Synergetic softening-strengthening behaviors of gradient nano-grained CoCrFeMnNi high-entropy alloys located in the inverse Hall-Petch range revealed by atomistic simulations",2024,"International Journal of Refractory Metals and Hard Materials","123",,"106768","","",,3,"10.1016/j.ijrmhm.2024.106768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196781704&doi=10.1016%2fj.ijrmhm.2024.106768&partnerID=40&md5=4db12a2e4ee4884fd3b5313822185ef0",Article,"Final","",Scopus,2-s2.0-85196781704
