Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wen, Y., Tran, D., Ba, J.","57210644206;57189091221;57189090730;","BATCHENSEMBLE: AN ALTERNATIVE APPROACH TO EFFICIENT ENSEMBLE AND LIFELONG LEARNING",2020,"8th International Conference on Learning Representations, ICLR 2020",,,,"","",,247,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131801080&partnerID=40&md5=14b9349b3b2e607e0764cb9779bb7cd1",Conference Paper,"Final","",Scopus,2-s2.0-85131801080
"Buzzega, P., Boschini, M., Porrello, A., Abati, D., Calderara, S.","57216825061;57212828105;57208836380;57131052800;23099524400;","Dark experience for general continual learning: A strong, simple baseline",2020,"Advances in Neural Information Processing Systems","2020-December",,,"","",,470,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106139449&partnerID=40&md5=13657f48f137832977233b93483bf25f",Conference Paper,"Final","",Scopus,2-s2.0-85106139449
"Xie, Y., Dai, H., Chen, M., Dai, B., Zhao, T., Zha, H., Wei, W., Pfister, T.","57657376400;57189099007;57208438306;58918912100;55178265500;57201737688;57203031737;36598926300;","Differentiable top-k with optimal transport",2020,"Advances in Neural Information Processing Systems","2020-December",,,"","",,55,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101833390&partnerID=40&md5=78a4b9cba88d9f27fdc191173401e6cb",Conference Paper,"Final","",Scopus,2-s2.0-85101833390
"Hancock, B., Bordes, A., Mazaré, P.-E., Weston, J.","57192671855;18933923000;47661338300;8865128200;","Learning from dialogue after deployment: Feed yourself, Chatbot!",2020,"ACL 2019 - 57th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference",,,,"3667","3684",,68,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084046144&partnerID=40&md5=4a9de0754346853b553a656f892120d2",Conference Paper,"Final","",Scopus,2-s2.0-85084046144
"van de Ven, Gido M, Tolias, Andreas S","","Three scenarios for continual learning",2019,"Three scenarios for continual learning",,,,"","",,481,,,Article,"Final","",Scopus,2-s2.0-85078414168
"Sanh, V., Debut, L., Chaumond, J., Wolf, T.","","Distil-bert, a distilled version of bert: Smaller, faster, cheaper and lighter",2019,"DistilBERT, A Distilled Version of BERT: Smaller, Faster, Cheaper and Lighter",,,,"","",,4619,,,Article,"Final","",Scopus,2-s2.0-85083322291
"Chaudhry, A., Rohrbach, M., Elhoseiny, M., Ajanthan, T., Dokania, P. K., Torr, P. H., Ranzato, M.","","Continual learning with tiny episodic memories",2019,"Continual learning with tiny episodic memories",,,,"","",,187,,,Article,"Final","",Scopus,2-s2.0-85080875292
"de Masson D'Autume, C., Ruder, S., Kong, L., Yogatama, D.","57218716491;57197872736;56577040300;51666300300;","Episodic memory in lifelong language learning",2019,"Advances in Neural Information Processing Systems","32",,,"","",,151,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090174020&partnerID=40&md5=ca4c882c86330d3ad74112ab92e4a337",Conference Paper,"Final","",Scopus,2-s2.0-85090174020
"Chaudhry, A., Marc'Aurelio, R., Rohrbach, M., Elhoseiny, M.","57204285413;24767961400;35108115100;55604613500;","Efficient lifelong learning with A-GEM",2019,"7th International Conference on Learning Representations, ICLR 2019",,,,"","",,498,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083950189&partnerID=40&md5=88149d6bf0666921da2835189ba22e27",Conference Paper,"Final","",Scopus,2-s2.0-85083950189
"Afzal, S., Dhamecha, T.I., Mukhi, N., Sindhgatta, R., Marvaniya, S., Ventura, M., Yarbro, J.","57203103849;55265350800;6507672173;8853417600;55420635800;7201760378;55428917400;","Development and deployment of a large-scale dialog-based intelligent tutoring system",2019,"NAACL HLT 2019 - 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies - Proceedings of the Conference","2",,,"114","121",,16,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077853629&partnerID=40&md5=d2eb7ea51367bcab6bd539116a192a8f",Conference Paper,"Final","",Scopus,2-s2.0-85077853629
"Peyré, G., Cuturi, M.","8728315100;8879902600;","Computational optimal transport",2019,"Foundations and Trends in Machine Learning","11","5-6",,"1","257",,1347,"10.1561/2200000073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061557059&doi=10.1561%2f2200000073&partnerID=40&md5=d30d729fe2a4972781fa3e5d72d74a70",Article,"Final","",Scopus,2-s2.0-85061557059
"Salem, A., Zhang, Y., Humbert, M., Berrang, P., Fritz, M., Backes, M.","","Ml-leaks: Model and data independent membership inference attacks and defenses on machine learning models",2018,"Ml-Leaks: Model and Data Independent Membership Inference Attacks and Defenses on Machine Learning Models. Arxiv Preprint Arxiv","1806",,,"","",,48,,,Article,"Final","",Scopus,2-s2.0-85062384772
"Li, Z., Hoiem, D.","59067634300;14039007200;","Learning without Forgetting",2018,"IEEE Transactions on Pattern Analysis and Machine Intelligence","40","12","8107520","2935","2947",,2464,"10.1109/TPAMI.2017.2773081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035137409&doi=10.1109%2fTPAMI.2017.2773081&partnerID=40&md5=fd1eefd02f57f87f4d820b2f549e0141",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85035137409
"Warden, P.","","Speech commands: A dataset for limited-vocabulary speech recognition",2018,"Speech Commands: A Dataset for Limited-vocabulary Speech Recognition",,,,"","",,1155,,,Article,"Final","",Scopus,2-s2.0-85057029987
"Devlin, J., Chang, M.-W., Lee, K., Toutanova, K.","","BERT: Pre-training of deep bidirectional transformers for language understanding",2018,"BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding",,,,"","",,33150,,,Article,"Final","",Scopus,2-s2.0-85057019815
"Lomonaco, V., Maltoni, D.","","Core50: A new dataset and benchmark for continuous object recognition",2017,"Core50: A New Dataset and Benchmark for Continuous Object Recognition",,,,"17","26",,316,,,Article,"Final","",Scopus,2-s2.0-85041844520
"Zenke, F., Poole, B., Ganguli, S.","","Continual learning through synaptic intelligence",2017,"International Conference on Machine Learning",,,,"3987","3995",,1170,,,Article,"Final","",Scopus,2-s2.0-85046995202
"Lopez-Paz, D., Ranzato, M.","","Gradient episodic memory for continual learning",2017,"Gradient Episodic Memory for Continuum Learning",,,,"6467","6476",,407,,,Article,"Final","",Scopus,2-s2.0-85072948255
"Rawat, W., Wang, Z.","57202111422;7410034341;","Deep convolutional neural networks for image classification: A comprehensive review",2017,"Neural Computation","29","9",,"2352","2449",,2673,"10.1162/NECO_a_00990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031680076&doi=10.1162%2fNECO_a_00990&partnerID=40&md5=d76709eeb53226b80567093d9fb546ce",Review,"Final","",Scopus,2-s2.0-85031680076
"Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A.N., Kaiser, Ł., Polosukhin, I.","55147219200;6505939767;57202055737;51666085000;57192432426;57202060635;15044821700;57193222468;","Attention is all you need",2017,"Advances in Neural Information Processing Systems","2017-December",,,"5999","6009",,74061,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043317328&partnerID=40&md5=3e5a5c2b862c8979ffea845bb707b3c3",Conference Paper,"Final","",Scopus,2-s2.0-85043317328
"Kirkpatrick, J., Pascanu, R., Rabinowitz, N.C., Veness, J., Desjardins, G., Rusu, A.A., Milan, K., Quan, J., Ramalho, T., Grabska-Barwinska, A., Hassabis, D., Clopath, C., Kumaran, D., Hadsell, R.","","Overcoming catastrophic forgetting in neural networks",2016,"CoRR",,,,"","",,121,,,Article,"Final","",Scopus,2-s2.0-85057287258
"Masoudnia, S., Ebrahimpour, R.","36117987000;14021180400;","Mixture of experts: A literature survey",2014,"Artificial Intelligence Review","42","2",,"275","293",,300,"10.1007/s10462-012-9338-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904855059&doi=10.1007%2fs10462-012-9338-y&partnerID=40&md5=e4297b7a8128b7ccb4c3f4f7213a61e7",Article,"Final","",Scopus,2-s2.0-84904855059
"Srivastava, N., Hinton, G., Krizhevsky, A., Sutskever, I., Salakhutdinov, R.","55697473300;7006699573;40761762200;24831264500;57203057355;","Dropout: A simple way to prevent neural networks from overfitting",2014,"Journal of Machine Learning Research","15",,,"1929","1958",,32277,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904163933&partnerID=40&md5=b865fd654b3befc5d829dbe5d42b80c3",Article,"Final","",Scopus,2-s2.0-84904163933
"Zhang, C., Ma, Y.","57074296500;7404700000;","Ensemble machine learning: Methods and applications",2012,"Ensemble Machine Learning: Methods and Applications",,,,"1","329",,889,"10.1007/9781441993267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955406089&doi=10.1007%2f9781441993267&partnerID=40&md5=3b566d5025a3272945a49d0cda724515",Book,"Final","",Scopus,2-s2.0-84955406089
"Rennie, J.","",[No title available],2008,"The 20 Newsgroups Data Set",,,,"","",,107,,,Article,"Final","",Scopus,2-s2.0-84868154922
"Greene, D., Cunningham, P.","13405696600;7201579809;","Practical solutions to the problem of diagonal dominance in kernel document clustering",2006,"ICML 2006 - Proceedings of the 23rd International Conference on Machine Learning","2006",,,"377","384",,151,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749254467&partnerID=40&md5=88c5d0109ba26207fc25a0ba8efd332a",Conference Paper,"Final","",Scopus,2-s2.0-33749254467
"French, R.M.","55307628700;","Catastrophic forgetting in connectionist networks",1999,"Trends in Cognitive Sciences","3","4",,"128","135",,1592,"10.1016/S1364-6613(99)01294-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032923221&doi=10.1016%2fS1364-6613%2899%2901294-2&partnerID=40&md5=eefdbb22439339cb61278baf7bfaa715",Review,"Final","",Scopus,2-s2.0-0032923221
"Jacobs, R.A., Jordan, M.I., Nowlan, S.J., Hinton, G.E.","","Adaptive mixtures of local experts",1991,"Neural Computation","3","1",,"79","87",,3325,,,Article,"Final","",Scopus,2-s2.0-0001940458
