Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Liu, H., Li, X., Yang, Y., Li, C., Fu, Z., Bai, Y., Zhang, Z., Zhu, X.","57222107419;57214726760;57210411772;59402062100;57201919341;57859831800;57858393600;7406186811;","Room Temperature Work-Hardenning Behavior of a Novel Sandwich Sheet of Cu-Al Alloy with Gradient Structure Surfaces on Both Sides [梯度结构铜铝合金的室温加工硬化行为]",2023,"Cailiao Yanjiu Xuebao/Chinese Journal of Materials Research","37","2",,"95","101",,,"10.11901/1005.3093.2022.112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160212107&doi=10.11901%2f1005.3093.2022.112&partnerID=40&md5=412a63c6bc8901db7b026244fa67bb2f",Article,"Final","",Scopus,2-s2.0-85160212107
