Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Muñoz, J.A., Huvelle, L., Komissarov, A., Avalos, M., Bolmaro, R.E., Zhu, Y., Cabrera, J.M.","36989834700;58683996300;56553875000;32667470200;7003740453;57200203137;35271381300;","Overcoming the strength-ductility tradeoff of a 3D-printed Al-Si alloy by equal channel angular pressing",2024,"Journal of Alloys and Compounds","987",,"174153","","",,4,"10.1016/j.jallcom.2024.174153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188053834&doi=10.1016%2fj.jallcom.2024.174153&partnerID=40&md5=475d48153b9dff70097a45e0a946b35f",Article,"Final","",Scopus,2-s2.0-85188053834
