Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wang, X., Xiao, X., Chen, C., Hu, J., Zhang, L., Sun, D., Xu, X.","58559113600;57212324154;55562161300;58559274500;57207389199;35305603700;8221613500;","The interfacial engineering of seaurchin-like CoP/Ni2P heterostructure for highly efficient alkaline hydrogen evolution",2025,"Chemical Engineering Science","301",,"120740","","",,,"10.1016/j.ces.2024.120740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204779390&doi=10.1016%2fj.ces.2024.120740&partnerID=40&md5=37a41eec230a0ed99d16d1dfd89986be",Article,"Final","",Scopus,2-s2.0-85204779390
