Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Liu, P.S., Chen, G.F.","7404618644;57198649443;","Porous Materials: Processing and Applications",2014,"Porous Materials: Processing and Applications",,,,"1","560",,289,"10.1016/C2012-0-03669-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920202330&doi=10.1016%2fC2012-0-03669-1&partnerID=40&md5=bcdc0b8c2bf3ce0c724f562263701ade",Book,"Final","",Scopus,2-s2.0-84920202330
