Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yi, W., Hu, C., Wang, Z.","58299694700;55903374400;57205617457;","Two-Stage Low-Light Image Enhancement Method Based on Generating Saturation-Corrected Reference Images",2023,"Proceedings - 2023 China Automation Congress, CAC 2023",,,,"2058","2063",,,"10.1109/CAC59555.2023.10450804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189296363&doi=10.1109%2fCAC59555.2023.10450804&partnerID=40&md5=04f6f4218af029eab748e31e16153d40",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85189296363
