Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Sun, D., Lu, Z., Li, X., Gao, S., Li, H.","57855254000;57210071642;56883550700;57982692500;57848719200;","Achieving strength-ductility synergy of ODS-FeCrAl alloys via heterostructured strategy",2025,"Materials Science and Engineering: A","920",,"147536","","",,,"10.1016/j.msea.2024.147536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209080129&doi=10.1016%2fj.msea.2024.147536&partnerID=40&md5=ed9890d3faf3b58cba49065fb5da727f",Article,"Final","",Scopus,2-s2.0-85209080129
