Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Liu, D.","59161266700;","Active vision enhancement of new media images based on semi supervised feature fusion algorithm",2024,"Signal, Image and Video Processing","18","8-9",,"6221","6237",,,"10.1007/s11760-024-03309-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195324498&doi=10.1007%2fs11760-024-03309-8&partnerID=40&md5=eccbba8189739fff816c64d09c77351e",Article,"Final","",Scopus,2-s2.0-85195324498
