Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chen, X., Zhao, J.","36781814800;58313239800;","Underwater Image Enhancement via Residual Dense Block and Feature Pyramid Attention",2022,"Proceedings - 2022 10th International Conference on Information Systems and Computing Technology, ISCTech 2022",,,,"634","639",,,"10.1109/ISCTech58360.2022.00104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161847445&doi=10.1109%2fISCTech58360.2022.00104&partnerID=40&md5=b88f5ade549da62d736975aab83c94b0",Conference Paper,"Final","",Scopus,2-s2.0-85161847445
