Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Recent Progress in Stimulus-Responsive Two-Dimensional Metal-Organic Frameworks,2-s2.0-85088024143,https://www.scopus.com/record/display.url?eid=2-s2.0-85088024143&origin=resultslist,Recent progress in stimulus-responsive two-dimensional metal–organic frameworks,2-s2.0-85126978724,https://www.scopus.com/record/display.url?eid=2-s2.0-85126978724&origin=resultslist,Poly(ionic liquids)-Impregnated UiO-66 composites for efficient sequestration of dichromate,2-s2.0-85126989739,https://www.scopus.com/record/display.url?eid=2-s2.0-85126989739&origin=resultslist
