Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Pan, J., Wang, X., Yang, X., Guo, C., Yue, Q., Xu, X., Wang, L., Gao, Y., Gao, B.","58247430500;58964094000;58705866600;57216288438;7005528515;25227146300;57209415673;59335423000;58493084100;","Insights into the enhanced oxidation of organic micropollutants by single-atom Cu catalyst activated peroxydisulfate: Valence-dominated nonradical pathway",2024,"Applied Catalysis B: Environmental","351",,"123997","","",,8,"10.1016/j.apcatb.2024.123997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189081194&doi=10.1016%2fj.apcatb.2024.123997&partnerID=40&md5=1ef5f64ea753777183210b02156d79c7",Article,"Final","",Scopus,2-s2.0-85189081194
