EID,Abstract,Year
2-s2.0-85135713249,https://www.scopus.com/record/display.url?eid=2-s2.0-85135713249&origin=resultslist,2022
2-s2.0-85100616533,https://www.scopus.com/record/display.url?eid=2-s2.0-85100616533&origin=resultslist,2021
2-s2.0-85142196924,https://www.scopus.com/record/display.url?eid=2-s2.0-85142196924&origin=resultslist,2023
2-s2.0-85166047463,https://www.scopus.com/record/display.url?eid=2-s2.0-85166047463&origin=resultslist,2023
2-s2.0-85154553455,https://www.scopus.com/record/display.url?eid=2-s2.0-85154553455&origin=resultslist,2023
2-s2.0-85122089293,https://www.scopus.com/record/display.url?eid=2-s2.0-85122089293&origin=resultslist,2023
2-s2.0-85139886238,https://www.scopus.com/record/display.url?eid=2-s2.0-85139886238&origin=resultslist,2022
2-s2.0-85143732675,https://www.scopus.com/record/display.url?eid=2-s2.0-85143732675&origin=resultslist,2023
2-s2.0-85141532693,https://www.scopus.com/record/display.url?eid=2-s2.0-85141532693&origin=resultslist,2022
2-s2.0-85110930097,https://www.scopus.com/record/display.url?eid=2-s2.0-85110930097&origin=resultslist,2023
2-s2.0-85112645331,https://www.scopus.com/record/display.url?eid=2-s2.0-85112645331&origin=resultslist,2021
2-s2.0-85130983152,https://www.scopus.com/record/display.url?eid=2-s2.0-85130983152&origin=resultslist,2022
2-s2.0-85098863380,https://www.scopus.com/record/display.url?eid=2-s2.0-85098863380&origin=resultslist,2020
2-s2.0-85128677002,https://www.scopus.com/record/display.url?eid=2-s2.0-85128677002&origin=resultslist,2022
2-s2.0-85103953524,https://www.scopus.com/record/display.url?eid=2-s2.0-85103953524&origin=resultslist,2021
2-s2.0-85147820949,https://www.scopus.com/record/display.url?eid=2-s2.0-85147820949&origin=resultslist,2023
2-s2.0-85143333887,https://www.scopus.com/record/display.url?eid=2-s2.0-85143333887&origin=resultslist,2023
2-s2.0-85113187675,https://www.scopus.com/record/display.url?eid=2-s2.0-85113187675&origin=resultslist,2021
2-s2.0-85092778164,https://www.scopus.com/record/display.url?eid=2-s2.0-85092778164&origin=resultslist,2021
2-s2.0-85151083863,https://www.scopus.com/record/display.url?eid=2-s2.0-85151083863&origin=resultslist,2022
2-s2.0-85071174186,https://www.scopus.com/record/display.url?eid=2-s2.0-85071174186&origin=resultslist,2020
2-s2.0-85137568536,https://www.scopus.com/record/display.url?eid=2-s2.0-85137568536&origin=resultslist,2022
2-s2.0-85138483237,https://www.scopus.com/record/display.url?eid=2-s2.0-85138483237&origin=resultslist,2020
2-s2.0-85111074274,https://www.scopus.com/record/display.url?eid=2-s2.0-85111074274&origin=resultslist,2021
2-s2.0-85133573755,https://www.scopus.com/record/display.url?eid=2-s2.0-85133573755&origin=resultslist,2022
2-s2.0-85143882449,https://www.scopus.com/record/display.url?eid=2-s2.0-85143882449&origin=resultslist,2023
2-s2.0-85103445961,https://www.scopus.com/record/display.url?eid=2-s2.0-85103445961&origin=resultslist,2021
2-s2.0-85146224950,https://www.scopus.com/record/display.url?eid=2-s2.0-85146224950&origin=resultslist,2023
2-s2.0-85093939036,https://www.scopus.com/record/display.url?eid=2-s2.0-85093939036&origin=resultslist,2021
2-s2.0-85119887298,https://www.scopus.com/record/display.url?eid=2-s2.0-85119887298&origin=resultslist,2022
2-s2.0-85130331435,https://www.scopus.com/record/display.url?eid=2-s2.0-85130331435&origin=resultslist,2022
2-s2.0-85113304418,https://www.scopus.com/record/display.url?eid=2-s2.0-85113304418&origin=resultslist,2022
2-s2.0-85134526916,https://www.scopus.com/record/display.url?eid=2-s2.0-85134526916&origin=resultslist,2023
2-s2.0-85123016913,https://www.scopus.com/record/display.url?eid=2-s2.0-85123016913&origin=resultslist,2022
2-s2.0-85143965506,https://www.scopus.com/record/display.url?eid=2-s2.0-85143965506&origin=resultslist,2023
2-s2.0-85104910694,https://www.scopus.com/record/display.url?eid=2-s2.0-85104910694&origin=resultslist,2021
2-s2.0-85151391617,https://www.scopus.com/record/display.url?eid=2-s2.0-85151391617&origin=resultslist,2023
2-s2.0-85141177193,https://www.scopus.com/record/display.url?eid=2-s2.0-85141177193&origin=resultslist,2022
2-s2.0-85086051729,https://www.scopus.com/record/display.url?eid=2-s2.0-85086051729&origin=resultslist,2020
2-s2.0-85141606920,https://www.scopus.com/record/display.url?eid=2-s2.0-85141606920&origin=resultslist,2022
2-s2.0-85150932148,https://www.scopus.com/record/display.url?eid=2-s2.0-85150932148&origin=resultslist,2023
2-s2.0-85115729738,https://www.scopus.com/record/display.url?eid=2-s2.0-85115729738&origin=resultslist,2022
2-s2.0-85105617012,https://www.scopus.com/record/display.url?eid=2-s2.0-85105617012&origin=resultslist,2021
2-s2.0-85141207857,https://www.scopus.com/record/display.url?eid=2-s2.0-85141207857&origin=resultslist,2022
2-s2.0-85097513025,https://www.scopus.com/record/display.url?eid=2-s2.0-85097513025&origin=resultslist,2021
2-s2.0-85091244072,https://www.scopus.com/record/display.url?eid=2-s2.0-85091244072&origin=resultslist,2021
2-s2.0-85150665813,https://www.scopus.com/record/display.url?eid=2-s2.0-85150665813&origin=resultslist,2023
2-s2.0-85145660274,https://www.scopus.com/record/display.url?eid=2-s2.0-85145660274&origin=resultslist,2023
2-s2.0-85162887562,https://www.scopus.com/record/display.url?eid=2-s2.0-85162887562&origin=resultslist,2023
2-s2.0-85117720415,https://www.scopus.com/record/display.url?eid=2-s2.0-85117720415&origin=resultslist,2021
2-s2.0-85149276816,https://www.scopus.com/record/display.url?eid=2-s2.0-85149276816&origin=resultslist,2023
2-s2.0-85110365590,https://www.scopus.com/record/display.url?eid=2-s2.0-85110365590&origin=resultslist,2021
2-s2.0-85127828699,https://www.scopus.com/record/display.url?eid=2-s2.0-85127828699&origin=resultslist,2022
2-s2.0-85139597609,https://www.scopus.com/record/display.url?eid=2-s2.0-85139597609&origin=resultslist,2022
2-s2.0-85104488708,https://www.scopus.com/record/display.url?eid=2-s2.0-85104488708&origin=resultslist,2021
2-s2.0-85145027535,https://www.scopus.com/record/display.url?eid=2-s2.0-85145027535&origin=resultslist,2023
2-s2.0-85129585427,https://www.scopus.com/record/display.url?eid=2-s2.0-85129585427&origin=resultslist,2023
2-s2.0-85098624809,https://www.scopus.com/record/display.url?eid=2-s2.0-85098624809&origin=resultslist,2020
2-s2.0-85131811570,https://www.scopus.com/record/display.url?eid=2-s2.0-85131811570&origin=resultslist,2021
2-s2.0-85063472512,https://www.scopus.com/record/display.url?eid=2-s2.0-85063472512&origin=resultslist,2020
2-s2.0-85149656800,https://www.scopus.com/record/display.url?eid=2-s2.0-85149656800&origin=resultslist,2023
2-s2.0-85125319062,https://www.scopus.com/record/display.url?eid=2-s2.0-85125319062&origin=resultslist,2022
2-s2.0-85151504419,https://www.scopus.com/record/display.url?eid=2-s2.0-85151504419&origin=resultslist,2023
2-s2.0-85112230524,https://www.scopus.com/record/display.url?eid=2-s2.0-85112230524&origin=resultslist,2023
2-s2.0-85094934427,https://www.scopus.com/record/display.url?eid=2-s2.0-85094934427&origin=resultslist,2020
2-s2.0-85146295002,https://www.scopus.com/record/display.url?eid=2-s2.0-85146295002&origin=resultslist,2023
2-s2.0-85143398751,https://www.scopus.com/record/display.url?eid=2-s2.0-85143398751&origin=resultslist,2022
2-s2.0-85145668461,https://www.scopus.com/record/display.url?eid=2-s2.0-85145668461&origin=resultslist,2023
2-s2.0-85127549260,https://www.scopus.com/record/display.url?eid=2-s2.0-85127549260&origin=resultslist,2022
2-s2.0-85136026572,https://www.scopus.com/record/display.url?eid=2-s2.0-85136026572&origin=resultslist,2023
2-s2.0-85122190700,https://www.scopus.com/record/display.url?eid=2-s2.0-85122190700&origin=resultslist,2022
2-s2.0-85099828482,https://www.scopus.com/record/display.url?eid=2-s2.0-85099828482&origin=resultslist,2022
2-s2.0-85131754713,https://www.scopus.com/record/display.url?eid=2-s2.0-85131754713&origin=resultslist,2023
2-s2.0-85100395522,https://www.scopus.com/record/display.url?eid=2-s2.0-85100395522&origin=resultslist,2021
2-s2.0-85097933655,https://www.scopus.com/record/display.url?eid=2-s2.0-85097933655&origin=resultslist,2020
2-s2.0-85137273496,https://www.scopus.com/record/display.url?eid=2-s2.0-85137273496&origin=resultslist,2022
2-s2.0-85173602412,https://www.scopus.com/record/display.url?eid=2-s2.0-85173602412&origin=resultslist,2023
2-s2.0-85121339461,https://www.scopus.com/record/display.url?eid=2-s2.0-85121339461&origin=resultslist,2023
2-s2.0-85144447563,https://www.scopus.com/record/display.url?eid=2-s2.0-85144447563&origin=resultslist,2023
2-s2.0-85162179604,https://www.scopus.com/record/display.url?eid=2-s2.0-85162179604&origin=resultslist,2023
2-s2.0-85145968065,https://www.scopus.com/record/display.url?eid=2-s2.0-85145968065&origin=resultslist,2023
2-s2.0-85085595803,https://www.scopus.com/record/display.url?eid=2-s2.0-85085595803&origin=resultslist,2020
2-s2.0-85124181012,https://www.scopus.com/record/display.url?eid=2-s2.0-85124181012&origin=resultslist,2023
2-s2.0-85086583754,https://www.scopus.com/record/display.url?eid=2-s2.0-85086583754&origin=resultslist,2020
2-s2.0-85080845062,https://www.scopus.com/record/display.url?eid=2-s2.0-85080845062&origin=resultslist,2020
2-s2.0-85092310164,https://www.scopus.com/record/display.url?eid=2-s2.0-85092310164&origin=resultslist,2021
2-s2.0-85129925518,https://www.scopus.com/record/display.url?eid=2-s2.0-85129925518&origin=resultslist,2022
2-s2.0-85102619270,https://www.scopus.com/record/display.url?eid=2-s2.0-85102619270&origin=resultslist,2021
2-s2.0-85107024153,https://www.scopus.com/record/display.url?eid=2-s2.0-85107024153&origin=resultslist,2022
2-s2.0-85105280198,https://www.scopus.com/record/display.url?eid=2-s2.0-85105280198&origin=resultslist,2021
2-s2.0-85106409057,https://www.scopus.com/record/display.url?eid=2-s2.0-85106409057&origin=resultslist,2021
2-s2.0-85161694720,https://www.scopus.com/record/display.url?eid=2-s2.0-85161694720&origin=resultslist,2023
2-s2.0-85084598079,https://www.scopus.com/record/display.url?eid=2-s2.0-85084598079&origin=resultslist,2020
2-s2.0-85083362657,https://www.scopus.com/record/display.url?eid=2-s2.0-85083362657&origin=resultslist,2020
2-s2.0-85086868482,https://www.scopus.com/record/display.url?eid=2-s2.0-85086868482&origin=resultslist,2020
2-s2.0-85153342017,https://www.scopus.com/record/display.url?eid=2-s2.0-85153342017&origin=resultslist,2023
2-s2.0-85117854735,https://www.scopus.com/record/display.url?eid=2-s2.0-85117854735&origin=resultslist,2022
2-s2.0-85098461829,https://www.scopus.com/record/display.url?eid=2-s2.0-85098461829&origin=resultslist,2021
2-s2.0-85149442527,https://www.scopus.com/record/display.url?eid=2-s2.0-85149442527&origin=resultslist,2023
2-s2.0-85151534562,https://www.scopus.com/record/display.url?eid=2-s2.0-85151534562&origin=resultslist,2023
2-s2.0-85131656609,https://www.scopus.com/record/display.url?eid=2-s2.0-85131656609&origin=resultslist,2022
2-s2.0-85153877762,https://www.scopus.com/record/display.url?eid=2-s2.0-85153877762&origin=resultslist,2023
2-s2.0-85146687303,https://www.scopus.com/record/display.url?eid=2-s2.0-85146687303&origin=resultslist,2023
2-s2.0-85149406614,https://www.scopus.com/record/display.url?eid=2-s2.0-85149406614&origin=resultslist,2023
2-s2.0-85105562875,https://www.scopus.com/record/display.url?eid=2-s2.0-85105562875&origin=resultslist,2021
2-s2.0-85085687079,https://www.scopus.com/record/display.url?eid=2-s2.0-85085687079&origin=resultslist,2020
2-s2.0-85091500611,https://www.scopus.com/record/display.url?eid=2-s2.0-85091500611&origin=resultslist,2020
2-s2.0-85111685561,https://www.scopus.com/record/display.url?eid=2-s2.0-85111685561&origin=resultslist,2021
2-s2.0-85122856868,https://www.scopus.com/record/display.url?eid=2-s2.0-85122856868&origin=resultslist,2022
2-s2.0-85135238611,https://www.scopus.com/record/display.url?eid=2-s2.0-85135238611&origin=resultslist,2022
2-s2.0-85108591352,https://www.scopus.com/record/display.url?eid=2-s2.0-85108591352&origin=resultslist,2021
2-s2.0-85117585224,https://www.scopus.com/record/display.url?eid=2-s2.0-85117585224&origin=resultslist,2022
2-s2.0-85097098844,https://www.scopus.com/record/display.url?eid=2-s2.0-85097098844&origin=resultslist,2020
2-s2.0-85165779864,https://www.scopus.com/record/display.url?eid=2-s2.0-85165779864&origin=resultslist,2023
2-s2.0-85184627629,https://www.scopus.com/record/display.url?eid=2-s2.0-85184627629&origin=resultslist,2021
2-s2.0-85112185157,https://www.scopus.com/record/display.url?eid=2-s2.0-85112185157&origin=resultslist,2022
2-s2.0-85148360322,https://www.scopus.com/record/display.url?eid=2-s2.0-85148360322&origin=resultslist,2022
2-s2.0-85136155940,https://www.scopus.com/record/display.url?eid=2-s2.0-85136155940&origin=resultslist,2022
2-s2.0-85118353238,https://www.scopus.com/record/display.url?eid=2-s2.0-85118353238&origin=resultslist,2022
2-s2.0-85147032601,https://www.scopus.com/record/display.url?eid=2-s2.0-85147032601&origin=resultslist,2023
2-s2.0-85143542585,https://www.scopus.com/record/display.url?eid=2-s2.0-85143542585&origin=resultslist,2023
2-s2.0-85125065403,https://www.scopus.com/record/display.url?eid=2-s2.0-85125065403&origin=resultslist,2022
2-s2.0-85107417708,https://www.scopus.com/record/display.url?eid=2-s2.0-85107417708&origin=resultslist,2021
2-s2.0-85081062710,https://www.scopus.com/record/display.url?eid=2-s2.0-85081062710&origin=resultslist,2020
2-s2.0-85144828811,https://www.scopus.com/record/display.url?eid=2-s2.0-85144828811&origin=resultslist,2023
2-s2.0-85139168395,https://www.scopus.com/record/display.url?eid=2-s2.0-85139168395&origin=resultslist,2022
2-s2.0-85089771269,https://www.scopus.com/record/display.url?eid=2-s2.0-85089771269&origin=resultslist,2020
2-s2.0-85131892872,https://www.scopus.com/record/display.url?eid=2-s2.0-85131892872&origin=resultslist,2022
2-s2.0-85113849492,https://www.scopus.com/record/display.url?eid=2-s2.0-85113849492&origin=resultslist,2021
2-s2.0-85164223797,https://www.scopus.com/record/display.url?eid=2-s2.0-85164223797&origin=resultslist,2023
2-s2.0-85086390498,https://www.scopus.com/record/display.url?eid=2-s2.0-85086390498&origin=resultslist,2020
2-s2.0-85140115621,https://www.scopus.com/record/display.url?eid=2-s2.0-85140115621&origin=resultslist,2023
2-s2.0-85169926813,https://www.scopus.com/record/display.url?eid=2-s2.0-85169926813&origin=resultslist,2023
2-s2.0-85138768542,https://www.scopus.com/record/display.url?eid=2-s2.0-85138768542&origin=resultslist,2023
2-s2.0-85100945584,https://www.scopus.com/record/display.url?eid=2-s2.0-85100945584&origin=resultslist,2022
2-s2.0-85161604792,https://www.scopus.com/record/display.url?eid=2-s2.0-85161604792&origin=resultslist,2023
2-s2.0-85118555371,https://www.scopus.com/record/display.url?eid=2-s2.0-85118555371&origin=resultslist,2021
2-s2.0-85144417027,https://www.scopus.com/record/display.url?eid=2-s2.0-85144417027&origin=resultslist,2023
2-s2.0-85091187851,https://www.scopus.com/record/display.url?eid=2-s2.0-85091187851&origin=resultslist,2020
2-s2.0-85100786751,https://www.scopus.com/record/display.url?eid=2-s2.0-85100786751&origin=resultslist,2020
2-s2.0-85071623497,https://www.scopus.com/record/display.url?eid=2-s2.0-85071623497&origin=resultslist,2020
2-s2.0-85102402455,https://www.scopus.com/record/display.url?eid=2-s2.0-85102402455&origin=resultslist,2020
2-s2.0-85037650544,https://www.scopus.com/record/display.url?eid=2-s2.0-85037650544&origin=resultslist,2020
2-s2.0-85105973627,https://www.scopus.com/record/display.url?eid=2-s2.0-85105973627&origin=resultslist,2021
2-s2.0-85098637158,https://www.scopus.com/record/display.url?eid=2-s2.0-85098637158&origin=resultslist,2020
2-s2.0-85129499563,https://www.scopus.com/record/display.url?eid=2-s2.0-85129499563&origin=resultslist,2022
2-s2.0-85166314376,https://www.scopus.com/record/display.url?eid=2-s2.0-85166314376&origin=resultslist,2023
2-s2.0-85089917111,https://www.scopus.com/record/display.url?eid=2-s2.0-85089917111&origin=resultslist,2020
2-s2.0-85087524259,https://www.scopus.com/record/display.url?eid=2-s2.0-85087524259&origin=resultslist,2021
2-s2.0-85142274412,https://www.scopus.com/record/display.url?eid=2-s2.0-85142274412&origin=resultslist,2023
2-s2.0-85145263550,https://www.scopus.com/record/display.url?eid=2-s2.0-85145263550&origin=resultslist,2023
2-s2.0-85146920947,https://www.scopus.com/record/display.url?eid=2-s2.0-85146920947&origin=resultslist,2023
2-s2.0-85129755575,https://www.scopus.com/record/display.url?eid=2-s2.0-85129755575&origin=resultslist,2022
2-s2.0-85140769610,https://www.scopus.com/record/display.url?eid=2-s2.0-85140769610&origin=resultslist,2022
2-s2.0-85124433467,https://www.scopus.com/record/display.url?eid=2-s2.0-85124433467&origin=resultslist,2022
2-s2.0-85090308897,https://www.scopus.com/record/display.url?eid=2-s2.0-85090308897&origin=resultslist,2020
2-s2.0-85054476182,https://www.scopus.com/record/display.url?eid=2-s2.0-85054476182&origin=resultslist,2021
2-s2.0-85131791989,https://www.scopus.com/record/display.url?eid=2-s2.0-85131791989&origin=resultslist,2022
2-s2.0-85088362292,https://www.scopus.com/record/display.url?eid=2-s2.0-85088362292&origin=resultslist,2020
2-s2.0-85092106745,https://www.scopus.com/record/display.url?eid=2-s2.0-85092106745&origin=resultslist,2020
2-s2.0-85137166972,https://www.scopus.com/record/display.url?eid=2-s2.0-85137166972&origin=resultslist,2022
2-s2.0-85147227164,https://www.scopus.com/record/display.url?eid=2-s2.0-85147227164&origin=resultslist,2023
2-s2.0-85131554968,https://www.scopus.com/record/display.url?eid=2-s2.0-85131554968&origin=resultslist,2022
2-s2.0-85159061363,https://www.scopus.com/record/display.url?eid=2-s2.0-85159061363&origin=resultslist,2023
2-s2.0-85068883794,https://www.scopus.com/record/display.url?eid=2-s2.0-85068883794&origin=resultslist,2020
2-s2.0-85088993701,https://www.scopus.com/record/display.url?eid=2-s2.0-85088993701&origin=resultslist,2020
2-s2.0-85145311720,https://www.scopus.com/record/display.url?eid=2-s2.0-85145311720&origin=resultslist,2023
2-s2.0-85102350763,https://www.scopus.com/record/display.url?eid=2-s2.0-85102350763&origin=resultslist,2020
2-s2.0-85144077252,https://www.scopus.com/record/display.url?eid=2-s2.0-85144077252&origin=resultslist,2023
2-s2.0-85136268250,https://www.scopus.com/record/display.url?eid=2-s2.0-85136268250&origin=resultslist,2022
2-s2.0-85137920532,https://www.scopus.com/record/display.url?eid=2-s2.0-85137920532&origin=resultslist,2023
2-s2.0-85161341373,https://www.scopus.com/record/display.url?eid=2-s2.0-85161341373&origin=resultslist,2023
2-s2.0-85075402172,https://www.scopus.com/record/display.url?eid=2-s2.0-85075402172&origin=resultslist,2021
2-s2.0-85125704024,https://www.scopus.com/record/display.url?eid=2-s2.0-85125704024&origin=resultslist,2022
2-s2.0-85149320112,https://www.scopus.com/record/display.url?eid=2-s2.0-85149320112&origin=resultslist,2023
2-s2.0-85114045007,https://www.scopus.com/record/display.url?eid=2-s2.0-85114045007&origin=resultslist,2021
2-s2.0-85117915105,https://www.scopus.com/record/display.url?eid=2-s2.0-85117915105&origin=resultslist,2021
2-s2.0-85132815551,https://www.scopus.com/record/display.url?eid=2-s2.0-85132815551&origin=resultslist,2022
2-s2.0-85131755694,https://www.scopus.com/record/display.url?eid=2-s2.0-85131755694&origin=resultslist,2022
2-s2.0-85110580731,https://www.scopus.com/record/display.url?eid=2-s2.0-85110580731&origin=resultslist,2021
2-s2.0-85078706698,https://www.scopus.com/record/display.url?eid=2-s2.0-85078706698&origin=resultslist,2020
2-s2.0-85132765897,https://www.scopus.com/record/display.url?eid=2-s2.0-85132765897&origin=resultslist,2022
2-s2.0-85101755102,https://www.scopus.com/record/display.url?eid=2-s2.0-85101755102&origin=resultslist,2021
2-s2.0-85144483470,https://www.scopus.com/record/display.url?eid=2-s2.0-85144483470&origin=resultslist,2022
2-s2.0-85152599227,https://www.scopus.com/record/display.url?eid=2-s2.0-85152599227&origin=resultslist,2023
2-s2.0-85078805678,https://www.scopus.com/record/display.url?eid=2-s2.0-85078805678&origin=resultslist,2020
2-s2.0-85136060309,https://www.scopus.com/record/display.url?eid=2-s2.0-85136060309&origin=resultslist,2022
2-s2.0-85127641182,https://www.scopus.com/record/display.url?eid=2-s2.0-85127641182&origin=resultslist,2022
2-s2.0-85102965234,https://www.scopus.com/record/display.url?eid=2-s2.0-85102965234&origin=resultslist,2021
2-s2.0-85156262490,https://www.scopus.com/record/display.url?eid=2-s2.0-85156262490&origin=resultslist,2023
2-s2.0-85124803105,https://www.scopus.com/record/display.url?eid=2-s2.0-85124803105&origin=resultslist,2022
2-s2.0-85143528538,https://www.scopus.com/record/display.url?eid=2-s2.0-85143528538&origin=resultslist,2022
2-s2.0-85134507056,https://www.scopus.com/record/display.url?eid=2-s2.0-85134507056&origin=resultslist,2022
2-s2.0-85112141318,https://www.scopus.com/record/display.url?eid=2-s2.0-85112141318&origin=resultslist,2022
2-s2.0-85132725899,https://www.scopus.com/record/display.url?eid=2-s2.0-85132725899&origin=resultslist,2022
2-s2.0-85139246209,https://www.scopus.com/record/display.url?eid=2-s2.0-85139246209&origin=resultslist,2022
2-s2.0-85076510825,https://www.scopus.com/record/display.url?eid=2-s2.0-85076510825&origin=resultslist,2020
2-s2.0-85159857458,https://www.scopus.com/record/display.url?eid=2-s2.0-85159857458&origin=resultslist,2023
2-s2.0-85112628477,https://www.scopus.com/record/display.url?eid=2-s2.0-85112628477&origin=resultslist,2021
2-s2.0-85142767796,https://www.scopus.com/record/display.url?eid=2-s2.0-85142767796&origin=resultslist,2022
2-s2.0-85100765822,https://www.scopus.com/record/display.url?eid=2-s2.0-85100765822&origin=resultslist,2020
2-s2.0-85100572129,https://www.scopus.com/record/display.url?eid=2-s2.0-85100572129&origin=resultslist,2021
2-s2.0-85119338525,https://www.scopus.com/record/display.url?eid=2-s2.0-85119338525&origin=resultslist,2021
2-s2.0-85113518539,https://www.scopus.com/record/display.url?eid=2-s2.0-85113518539&origin=resultslist,2021
2-s2.0-85127815515,https://www.scopus.com/record/display.url?eid=2-s2.0-85127815515&origin=resultslist,2023
2-s2.0-85147915502,https://www.scopus.com/record/display.url?eid=2-s2.0-85147915502&origin=resultslist,2023
2-s2.0-85149853441,https://www.scopus.com/record/display.url?eid=2-s2.0-85149853441&origin=resultslist,2023
2-s2.0-85078474416,https://www.scopus.com/record/display.url?eid=2-s2.0-85078474416&origin=resultslist,2021
2-s2.0-85119359662,https://www.scopus.com/record/display.url?eid=2-s2.0-85119359662&origin=resultslist,2021
2-s2.0-85100222474,https://www.scopus.com/record/display.url?eid=2-s2.0-85100222474&origin=resultslist,2021
2-s2.0-85081174783,https://www.scopus.com/record/display.url?eid=2-s2.0-85081174783&origin=resultslist,2020
2-s2.0-85107581687,https://www.scopus.com/record/display.url?eid=2-s2.0-85107581687&origin=resultslist,2021
2-s2.0-85144602349,https://www.scopus.com/record/display.url?eid=2-s2.0-85144602349&origin=resultslist,2023
2-s2.0-85143779843,https://www.scopus.com/record/display.url?eid=2-s2.0-85143779843&origin=resultslist,2023
2-s2.0-85141966020,https://www.scopus.com/record/display.url?eid=2-s2.0-85141966020&origin=resultslist,2022
2-s2.0-85135760849,https://www.scopus.com/record/display.url?eid=2-s2.0-85135760849&origin=resultslist,2023
2-s2.0-85151644022,https://www.scopus.com/record/display.url?eid=2-s2.0-85151644022&origin=resultslist,2023
2-s2.0-85125932156,https://www.scopus.com/record/display.url?eid=2-s2.0-85125932156&origin=resultslist,2021
2-s2.0-85136847420,https://www.scopus.com/record/display.url?eid=2-s2.0-85136847420&origin=resultslist,2023
2-s2.0-85121978227,https://www.scopus.com/record/display.url?eid=2-s2.0-85121978227&origin=resultslist,2022
2-s2.0-85119206773,https://www.scopus.com/record/display.url?eid=2-s2.0-85119206773&origin=resultslist,2021
2-s2.0-85147921014,https://www.scopus.com/record/display.url?eid=2-s2.0-85147921014&origin=resultslist,2023
2-s2.0-85149804617,https://www.scopus.com/record/display.url?eid=2-s2.0-85149804617&origin=resultslist,2022
2-s2.0-85098976508,https://www.scopus.com/record/display.url?eid=2-s2.0-85098976508&origin=resultslist,2022
2-s2.0-85163517691,https://www.scopus.com/record/display.url?eid=2-s2.0-85163517691&origin=resultslist,2023
2-s2.0-85093674278,https://www.scopus.com/record/display.url?eid=2-s2.0-85093674278&origin=resultslist,2020
2-s2.0-85091782218,https://www.scopus.com/record/display.url?eid=2-s2.0-85091782218&origin=resultslist,2020
2-s2.0-85129443941,https://www.scopus.com/record/display.url?eid=2-s2.0-85129443941&origin=resultslist,2022
2-s2.0-85126251974,https://www.scopus.com/record/display.url?eid=2-s2.0-85126251974&origin=resultslist,2022
2-s2.0-85077992739,https://www.scopus.com/record/display.url?eid=2-s2.0-85077992739&origin=resultslist,2020
2-s2.0-85131305883,https://www.scopus.com/record/display.url?eid=2-s2.0-85131305883&origin=resultslist,2022
2-s2.0-85151891909,https://www.scopus.com/record/display.url?eid=2-s2.0-85151891909&origin=resultslist,2023
2-s2.0-85123689578,https://www.scopus.com/record/display.url?eid=2-s2.0-85123689578&origin=resultslist,2022
2-s2.0-85058448644,https://www.scopus.com/record/display.url?eid=2-s2.0-85058448644&origin=resultslist,2020
2-s2.0-85082435629,https://www.scopus.com/record/display.url?eid=2-s2.0-85082435629&origin=resultslist,2020
2-s2.0-85118791265,https://www.scopus.com/record/display.url?eid=2-s2.0-85118791265&origin=resultslist,2021
2-s2.0-85137384482,https://www.scopus.com/record/display.url?eid=2-s2.0-85137384482&origin=resultslist,2022
2-s2.0-85119485646,https://www.scopus.com/record/display.url?eid=2-s2.0-85119485646&origin=resultslist,2021
2-s2.0-85153496138,https://www.scopus.com/record/display.url?eid=2-s2.0-85153496138&origin=resultslist,2023
2-s2.0-85152483126,https://www.scopus.com/record/display.url?eid=2-s2.0-85152483126&origin=resultslist,2023
2-s2.0-85122596451,https://www.scopus.com/record/display.url?eid=2-s2.0-85122596451&origin=resultslist,2021
2-s2.0-85092743921,https://www.scopus.com/record/display.url?eid=2-s2.0-85092743921&origin=resultslist,2020
2-s2.0-85129432020,https://www.scopus.com/record/display.url?eid=2-s2.0-85129432020&origin=resultslist,2022
2-s2.0-85132335486,https://www.scopus.com/record/display.url?eid=2-s2.0-85132335486&origin=resultslist,2023
2-s2.0-85141590119,https://www.scopus.com/record/display.url?eid=2-s2.0-85141590119&origin=resultslist,2022
2-s2.0-85118643281,https://www.scopus.com/record/display.url?eid=2-s2.0-85118643281&origin=resultslist,2021
2-s2.0-85147326895,https://www.scopus.com/record/display.url?eid=2-s2.0-85147326895&origin=resultslist,2023
2-s2.0-85104052117,https://www.scopus.com/record/display.url?eid=2-s2.0-85104052117&origin=resultslist,2021
2-s2.0-85162929161,https://www.scopus.com/record/display.url?eid=2-s2.0-85162929161&origin=resultslist,2023
2-s2.0-85146067139,https://www.scopus.com/record/display.url?eid=2-s2.0-85146067139&origin=resultslist,2023
2-s2.0-85119380434,https://www.scopus.com/record/display.url?eid=2-s2.0-85119380434&origin=resultslist,2021
2-s2.0-85151542228,https://www.scopus.com/record/display.url?eid=2-s2.0-85151542228&origin=resultslist,2023
2-s2.0-85089583271,https://www.scopus.com/record/display.url?eid=2-s2.0-85089583271&origin=resultslist,2020
2-s2.0-85132574194,https://www.scopus.com/record/display.url?eid=2-s2.0-85132574194&origin=resultslist,2022
2-s2.0-85136234044,https://www.scopus.com/record/display.url?eid=2-s2.0-85136234044&origin=resultslist,2022
2-s2.0-85120895559,https://www.scopus.com/record/display.url?eid=2-s2.0-85120895559&origin=resultslist,2022
2-s2.0-85126546486,https://www.scopus.com/record/display.url?eid=2-s2.0-85126546486&origin=resultslist,2022
2-s2.0-85141537284,https://www.scopus.com/record/display.url?eid=2-s2.0-85141537284&origin=resultslist,2022
2-s2.0-85119820595,https://www.scopus.com/record/display.url?eid=2-s2.0-85119820595&origin=resultslist,2021
