Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Guo, S., Wu, K., Jeon, S., Yang, X.","58826595300;57194327094;57467663000;9237988500;","IETAFusion: An illumination enhancement and target-aware infrared and visible image fusion network for security system of smart city",2025,"Expert Systems","42","1","e13538","","",,,"10.1111/exsy.13538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182842860&doi=10.1111%2fexsy.13538&partnerID=40&md5=b8e80b7333c6185b03fa1dc3b1cca533",Article,"Final","",Scopus,2-s2.0-85182842860
