Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Soft magnetic skin for super-resolution tactile sensing with force self-decoupling,2-s2.0-85102661411,https://www.scopus.com/record/display.url?eid=2-s2.0-85102661411&origin=resultslist,,2-s2.0-85177536857,https://www.scopus.com/record/display.url?eid=2-s2.0-85177536857&origin=resultslist,"Untethered Miniature Soft Robots: Materials, Fabrications, and Applications",2-s2.0-85177526024,https://www.scopus.com/record/display.url?eid=2-s2.0-85177526024&origin=resultslist
