Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Jose, A.V., Selvan, M.P., Mary, V.A., Grace, J., Jancy, S., Helen, S., Asha, P.","57713664400;56402958700;56460298600;55446252500;56638499100;56100365300;56112788400;","Prediction of Network Attacks Using Supervised Machine Learning Algorithm",2022,"2022 International Conference on Communication, Computing and Internet of Things, IC3IoT 2022 - Proceedings",,,,"","",,1,"10.1109/IC3IOT53935.2022.9767948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130811681&doi=10.1109%2fIC3IOT53935.2022.9767948&partnerID=40&md5=97d1a381a0c8379314af95847aba816f",Conference Paper,"Final","",Scopus,2-s2.0-85130811681
