Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Lou, L., Eshetu, A.A., Yuan, J., Yuan, J., Kuang, Y., Yang, Y., Wang, Q., Sun, Y., Wu, Y., Wang, L., Qiu, Y.","56895685200;57998477600;57205641228;57998101200;57192543935;57206629982;57997837600;57201857687;58404280100;56028439200;55814443800;","Regulation of the fabric wet adhesion property through structural design of desirable scale: A theoretical suggestion",2023,"Textile Research Journal","93","9-10",,"2126","2137",,1,"10.1177/00405175221140603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143587365&doi=10.1177%2f00405175221140603&partnerID=40&md5=d00f416b1b8a3f86794e6576024b470f",Article,"Final","",Scopus,2-s2.0-85143587365
