Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Khan, Z.G., Patil, M.R., Nangare, S.N., Patil, A.G., Boddu, S.H.S., Tade, R.S., Patil, P.O.","57191192108;57828561000;57208781039;56485224400;56387248900;57203879721;35194607500;","Surface nanoarchitectured metal–organic frameworks-based sensor for reduced glutathione sensing: a review",2022,"Journal of Nanostructure in Chemistry","12","6",,"1053","1074",,23,"10.1007/s40097-022-00480-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131459414&doi=10.1007%2fs40097-022-00480-7&partnerID=40&md5=e0ecb8374990291a368c88bd0f48be54",Review,"Final","",Scopus,2-s2.0-85131459414
