Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Liu, J., Zhang, X., Zhao, Q., Lian, J., Huang, F., Ma, Y.","57192869915;57215337879;55743362900;56119111800;7401516898;16203583400;","A Torus-Chaotic System and Its Pseudorandom Properties",2020,"Complexity","2020",,"8315658","","",,4,"10.1155/2020/8315658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089152210&doi=10.1155%2f2020%2f8315658&partnerID=40&md5=c2fbbbbb9ee621d2a737acc58b748e4c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85089152210
