Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Uskoković, V.","55900478100;","Earthicle and Its Discontents: A Historical Critical Review of Iron (Oxide) Particles Singly and Doubly Shelled with Silica and/or Carbon",2020,"ACS Earth and Space Chemistry","4","10",,"1843","1877",,3,"10.1021/acsearthspacechem.0c00173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096308084&doi=10.1021%2facsearthspacechem.0c00173&partnerID=40&md5=d8401728bea79d2a076b83a706d1fca7",Article,"Final","",Scopus,2-s2.0-85096308084
