Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Guo, C., Wu, R., Jin, X., Han, L., Zhang, W., Chai, Z., Li, C.","57194397955;57489775700;55364723200;57211559760;57214848666;57644912100;57149806700;","Underwater Ranker: Learn Which Is Better and How to Be Better",2023,"Proceedings of the 37th AAAI Conference on Artificial Intelligence, AAAI 2023","37",,,"702","709",,66,"10.1609/aaai.v37i1.25147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160332107&doi=10.1609%2faaai.v37i1.25147&partnerID=40&md5=160c50d8070b9e8a9c8673374a4cd2bd",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85160332107
