"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Learning graph embedding with adversarial training methods","2019","TCYB","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185499450&partnerID=40&md5=54d221736834500a53994da37ccb6e9c","Article","Final","","Scopus","2-s2.0-85185499450"
"","","","Learning Graph Embedding with Adversarial Training Methods","2019","IEEE Transactions on Cybernetics","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088233525&partnerID=40&md5=b222f9ec8f210bec0e1270f9f0e3d8ee","Article","Final","","Scopus","2-s2.0-85088233525"
"","","","Learning graph embedding with adversarial training methods","2019","IEEE Transactions on Cybernetics","","","","1","13","12","29","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078957008&partnerID=40&md5=ae126d88767ede388ea99d4808a7a12b","Article","Final","","Scopus","2-s2.0-85078957008"
"","","","Learning graph embedding with adversarial training methods","2018","IJCAI","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074937855&partnerID=40&md5=e0bbd532d291bd45236b4a3d3d34059d","Article","Final","","Scopus","2-s2.0-85074937855"
"","","","","2019","Learning Graph Embedding with Adversarial Training Methods","","","","","","","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074541289&partnerID=40&md5=e4e27735480c45870787aa90a8e4ef01","Article","Final","","Scopus","2-s2.0-85074541289"
"","","","Learning Graph Embedding with Adversarial Training Methods","0000","Learning Graph Embedding with Adversarial Training Methods","","","","","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076834615&partnerID=40&md5=840fb5c0b2be39831096048f9f2b1410","Article","Final","","Scopus","2-s2.0-85076834615"
"","","","Learning graph embedding with adversarial training methods","2019","CoRR","","","","","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073201049&partnerID=40&md5=ad72e4d5c17551a5e825a69309932aa9","Article","Final","","Scopus","2-s2.0-85073201049"
