Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wang, X., Wang, Q., Zhang, L., Qu, Y., Yi, F., Yu, J., Liu, Q., Xia, R., Xu, Z., Tong, S.","58145551400;56108435800;58145748900;58944767200;58945114200;57310520400;57216350128;57211602756;58944941300;57223884717;","DCENet-based low-light image enhancement improved by spiking encoding and convLSTM",2024,"Frontiers in Neuroscience","18",,"1297671","","",,,"10.3389/fnins.2024.1297671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188125874&doi=10.3389%2ffnins.2024.1297671&partnerID=40&md5=c7f132eba61c6abbadc5575cd56a9a8a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85188125874
