"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Underwater image enhancement via minimal color loss and locally adaptive contrast enhancement","2023","J. Eng. Sci","4","","","55","56","1","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197292964&partnerID=40&md5=4b79478aad168b12c062ec6a964a36bf","Article","Final","","Scopus","2-s2.0-85197292964"
"","","","Underwater image enhancement via minimal color loss and locally adaptive contrast enhancement","2023","J. Eng. Sci","14","","","49","55","6","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170563040&partnerID=40&md5=a8bce99c6c44d4bbe969a944fc069a67","Article","Final","","Scopus","2-s2.0-85170563040"
