Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bao, Z., Guo, Y., Wang, J., Zhu, L., Huang, J., Yan, S.","57926492100;57198926146;58568548900;57222004384;58568576400;58568687800;","Underwater Target Detection Based on Parallel High-Resolution Networks",2023,"Sensors","23","17","7337","","",,7,"10.3390/s23177337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170347535&doi=10.3390%2fs23177337&partnerID=40&md5=7b866bdddaefb14b3bcf8520dfe6cc82",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85170347535
