Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link,Reason
Covalency competition dominates the water oxidation structure–activity relationship on spinel oxides,2-s2.0-85088175819,https://www.scopus.com/record/display.url?eid=2-s2.0-85088175819&origin=resultslist,Covalency competition dominates the water oxidation structure-activity relationship on spinel oxides,2-s2.0-85128943642,https://www.scopus.com/record/display.url?eid=2-s2.0-85128943642&origin=resultslist,Efficient and stable noble-metal-free catalyst for acidic water oxidation,2-s2.0-85128938345,https://www.scopus.com/record/display.url?eid=2-s2.0-85128938345&origin=resultslist,F08; F07
