Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Joy, H.K., Kounte, M.R.","55811681700;55813154000;","An Overview of Traditional and Recent Trends in Video Processing",2019,"Proceedings of the 2nd International Conference on Smart Systems and Inventive Technology, ICSSIT 2019",,,"8987896","848","851",,12,"10.1109/ICSSIT46314.2019.8987896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080037411&doi=10.1109%2fICSSIT46314.2019.8987896&partnerID=40&md5=f8a896d62da73e1b6d5f2a7548e83057",Conference Paper,"Final","",Scopus,2-s2.0-85080037411
