"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Learning to restore low-light images via decomposition-and-enhancement","2020","IEEE CVPR","","","","2281","2290","9","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119128336&partnerID=40&md5=04c12d8e92944740a5b74c838abe6807","Article","Final","","Scopus","2-s2.0-85119128336"
"","","","","2020","Learning to restore low-light images via decomposition-and-enhancement","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188100076&partnerID=40&md5=b677c61389ba4f9cc8920d09b3ef4452","Article","Final","","Scopus","2-s2.0-85188100076"
