Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Gao, X., Jamil, N., Ramli, M.I., Ariffin, S.M.Z.S.Z.","58974228300;6603538109;57188768261;56494612000;","A Comparative Analysis of Combination of CNN-Based Models with Ensemble Learning on Imbalanced Data",2024,"International Journal on Informatics Visualization","8","1",,"456","464",,1,"10.62527/joiv.8.1.2194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189610439&doi=10.62527%2fjoiv.8.1.2194&partnerID=40&md5=fde1ce93c2d09526862bd2a73f948536",Article,"Final","",Scopus,2-s2.0-85189610439
