"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Model Adaptation: Unsupervised Domain Adaptation Without Source Data","2020","Model Adaptation: Unsupervised Domain Adaptation without Source Data","","","","9641","9650","9","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147103660&partnerID=40&md5=d279e038df1f1504823943bfd0f5ebf8","Article","Final","","Scopus","2-s2.0-85147103660"
"","","","Model adaptation: Unsupervised domain adaptation without source data","2020","CVPR","","","","3","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106109327&partnerID=40&md5=cc102f36da9c3c3d077f01b841cf770a","Article","Final","","Scopus","2-s2.0-85106109327"
