Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ma, G., Zhu, S., Wang, D., Xue, P., Xiao, B., Ma, Z.","57205629941;57211830294;7407077151;57203960277;34874261800;7403600159;","Effect of heat treatment on the microstructure, mechanical properties and fracture behaviors of ultra-high-strength SiC/Al–Zn–Mg–Cu composites",2024,"International Journal of Minerals, Metallurgy and Materials","31","10",,"2233","2243",,3,"10.1007/s12613-024-2856-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199670780&doi=10.1007%2fs12613-024-2856-1&partnerID=40&md5=a22363e55d381f580043d9597b685059",Article,"Final","",Scopus,2-s2.0-85199670780
