Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Li, H., Liu, H., Shi, C., Qin, J., Fu, Y., Song, Y., Li, Y., Ling, Z.","57196361118;57226335614;57203409181;58352582800;57210394230;7404920676;55964469300;36701654100;","Roll-To-Roll Fabricating MXene Membranes with Ordered Interlayer Distances For Molecule And Ion Separation",2023,"Advanced Materials Interfaces","10","21","2300301","","",,10,"10.1002/admi.202300301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162948559&doi=10.1002%2fadmi.202300301&partnerID=40&md5=13d9666cc794ee551aeb5a9cf5314962",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85162948559
"Zhang, Y., Mei, B., Tian, X., Jia, L., Zhu, W.","56283354200;58147760500;58147103600;57773194800;36480728000;","Remediation of uranium(VI)-containing wastewater based on a novel graphene oxide/hydroxyapatite membrane",2023,"Journal of Membrane Science","675",,"121543","","",,18,"10.1016/j.memsci.2023.121543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150784263&doi=10.1016%2fj.memsci.2023.121543&partnerID=40&md5=ab46118feb2f92f2c4f2d09a2023ad3a",Article,"Final","",Scopus,2-s2.0-85150784263
"Shan, T., Ma, X., Li, H., Liu, C., Shen, C., Yang, P., Li, S., Wang, Z., Liu, Z., Sun, H.","57979306500;58126803400;58430329700;8319000700;55647518500;57194285290;56707848100;57204925363;55583131500;55618303500;","Plant-derived hybrid coatings as adsorption layers for uranium adsorption from seawater with high performance",2023,"Journal of Membrane Science","675",,"121547","","",,25,"10.1016/j.memsci.2023.121547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149294070&doi=10.1016%2fj.memsci.2023.121547&partnerID=40&md5=a49da4beb4163574589e914dca9493f4",Article,"Final","",Scopus,2-s2.0-85149294070
"Li, Y., Liu, Z., Li, S., Nian, P., Xu, N., Luo, H., Wei, Y.","57202364564;55872837900;58016934500;56140641800;57209022571;58016995300;56599424900;","Highly permeable and stable hyperbranched polyethyleneimine crosslinked AgNP@Ti3C2Tx MXene membranes for nanofiltration",2023,"Journal of Membrane Science","670",,"121376","","",,23,"10.1016/j.memsci.2023.121376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146184607&doi=10.1016%2fj.memsci.2023.121376&partnerID=40&md5=7d9dda3d6e7425fb73a44613cf4f2a61",Article,"Final","",Scopus,2-s2.0-85146184607
"Mahar, I., Mahar, F.K., Mahar, N., Memon, A.A., Pirzado, A.A.A., Khatri, Z., Thebo, K.H., Ali, A.","57212347632;57195681087;57275573400;36022688400;56009903000;36622678500;35087001200;57211194367;","Fabrication and characterization of MXene/carbon composite-based nanofibers (MXene/CNFs) membrane: An efficient adsorbent material for removal of Pb+2 and As+3 ions from water",2023,"Chemical Engineering Research and Design","191",,,"462","471",,62,"10.1016/j.cherd.2023.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147651554&doi=10.1016%2fj.cherd.2023.02.005&partnerID=40&md5=b23f08d08bb8e6671b5434e7638e6069",Article,"Final","",Scopus,2-s2.0-85147651554
"Fu, J., Xu, H., Lin, T., Wang, A., Wang, A., Yao, C., Chen, W., Ding, M., Geng, C., Gao, L.","57266538400;55493778100;55697696100;57211944602;59278434400;57725228100;57724851200;57143497300;58044187800;55446429400;","Tailoring the crumpled structures of a polyamide membrane with a heterostructural MXene-TiO2 interlayer for high water permeability",2023,"Desalination","549",,"116352","","",,22,"10.1016/j.desal.2022.116352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145673721&doi=10.1016%2fj.desal.2022.116352&partnerID=40&md5=3a5302d81580b237a3dbd94368264bdd",Article,"Final","",Scopus,2-s2.0-85145673721
"Imsong, R., Dhar Purkayastha, D.","57979867700;37066532400;","Dual-functional superhydrophilic/underwater superoleophobic 2D Ti3C2TX MXene-PAN membrane for efficient oil-water separation and adsorption of organic dyes in wastewater",2023,"Separation and Purification Technology","306",,"122636","","",,48,"10.1016/j.seppur.2022.122636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142475954&doi=10.1016%2fj.seppur.2022.122636&partnerID=40&md5=5194205073f08ac5b545239bb70315e2",Article,"Final","",Scopus,2-s2.0-85142475954
"Al-Furaiji, M., Kadhom, M., Waisi, B., Kalash, K.","56671375200;57192541622;56671295700;57209465340;","Coupled effect of organic fouling and scaling in the treatment of hyper-saline produced water using forward osmosis",2023,"Chemical Engineering Communications","210","9",,"1556","1564",,6,"10.1080/00986445.2022.2126768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139132230&doi=10.1080%2f00986445.2022.2126768&partnerID=40&md5=643e5ccd7a6f4caea51dd086c82d337e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85139132230
"Xinliang, L.I., Zhaodong, H., Shuck Christopher, E.","","Yury Gogotsi, Zhi Chunyi. MXene chemistry, electrochemistry and energy storage applications[J]. Nature Reviews",2022,"Chemistry","6",,,"389","404",,1,,,Article,"Final","",Scopus,2-s2.0-85212229145
"Sun, H., Yu, B., Pan, X., Liu, Z.","57414889400;57190977791;57226255142;55601418200;","MOF Nanosheets-decorated electrospun nanofiber membrane with Ultra-high adsorption capacity for dye removal from aqueous solutions",2022,"Journal of Molecular Liquids","367",,"120367","","",,13,"10.1016/j.molliq.2022.120367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138451091&doi=10.1016%2fj.molliq.2022.120367&partnerID=40&md5=7b31db1a9630d9c38fa37395cf4d8bbe",Article,"Final","",Scopus,2-s2.0-85138451091
"Liao, J., Xiong, T., Ding, L., Xie, Y., Zhang, Y., Zhu, W.","57210205625;57223230430;57212216256;57221521238;56283354200;36480728000;","Design of a renewable hydroxyapatite-biocarbon composite for the removal of uranium(VI) with high-efficiency adsorption performance",2022,"Biochar","4","1","29","","",,36,"10.1007/s42773-022-00154-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130894504&doi=10.1007%2fs42773-022-00154-1&partnerID=40&md5=658772eed7623fe824ea0cf8d73f7bdb",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85130894504
"Wang, H., He, Z., Yang, Q., Zeng, G., Yang, Z., Pu, S.","57765802200;57220068940;56486437200;56482690500;57209539788;57211720971;","Fabrication of 2D/2D composite membrane via combining functionalized MXene and MoS2nanosheets for dye/salt separation",2022,"Journal of Environmental Chemical Engineering","10","5","108365","","",,24,"10.1016/j.jece.2022.108365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135762564&doi=10.1016%2fj.jece.2022.108365&partnerID=40&md5=722eeaa94233644779c3551093a6dfde",Article,"Final","",Scopus,2-s2.0-85135762564
"Liao, J., He, X., Zhang, Y., Zhu, W., Zhang, L., He, Z.","57210205625;56387859900;56283354200;36480728000;57196125386;14219298200;","Bismuth impregnated biochar for efficient uranium removal from solution: Adsorption behavior and interfacial mechanism",2022,"Science of the Total Environment","819",,"153145","","",,46,"10.1016/j.scitotenv.2022.153145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122913565&doi=10.1016%2fj.scitotenv.2022.153145&partnerID=40&md5=022457e28fdffa98439985e4faebe3f4",Article,"Final","",Scopus,2-s2.0-85122913565
"Shokri, E., Khanghahi, B., Esmizadeh, E., Etemadi, H.","56743110200;57243880000;43762020800;55243168200;","Biopolymer-based adsorptive membrane for simultaneous removal of cationic and anionic heavy metals from water",2022,"International Journal of Environmental Science and Technology","19","5",,"4167","4180",,12,"10.1007/s13762-021-03592-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114194220&doi=10.1007%2fs13762-021-03592-9&partnerID=40&md5=c09dbb99f5b8bc9c4823567705ce3f8e",Article,"Final","",Scopus,2-s2.0-85114194220
"Dashtbozorg, A., Saljoughi, E., Mousavi, S.M., Kiani, S.","57189065126;25923545500;56915013200;15757393500;","High-performance and robust polysulfone nanocomposite membrane containing 2D functionalized MXene nanosheets for the nanofiltration of salt and dye solutions",2022,"Desalination","527",,"115600","","",,49,"10.1016/j.desal.2022.115600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123754214&doi=10.1016%2fj.desal.2022.115600&partnerID=40&md5=90c56ff42b0fa3f1b5adbaef49bec2f1",Article,"Final","",Scopus,2-s2.0-85123754214
"Warsi, A.-Z., Aziz, F., Zulfiqar, S., Haider, S., Shakir, I., Agboola, P.O.","57459508200;57459774100;35281365600;35728847200;36145338500;57202322792;","Synthesis, Characterization, Photocatalysis, and Antibacterial Study of WO3, MXene and WO3/MXene Nanocomposite",2022,"Nanomaterials","12","4","713","","",,61,"10.3390/nano12040713","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124958988&doi=10.3390%2fnano12040713&partnerID=40&md5=3eebc83eb74b0520d1d7d7592f5d396c",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85124958988
"Zhou, H., Xie, Y., Wang, X., Yang, H., Wang, Y., Zhang, Y.","57209341124;57191227742;57212218391;57359553400;22036841000;36553568500;","Efficient removal of uranium in aqueous solution by Al-doped hydroxyapatite: Static/dynamic adsorption behaviors and mechanism study",2022,"Environmental Technology and Innovation","25",,"102103","","",,42,"10.1016/j.eti.2021.102103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120439424&doi=10.1016%2fj.eti.2021.102103&partnerID=40&md5=89a6f45dd8c6a185122e86b53b6bf080",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85120439424
"He, Z., Huang, D., Yue, G., Zhu, J., Zhao, P.","57212111145;56149894800;56662748700;57194217138;55459171500;","Ca2+ induced 3D porous MXene gel for continuous removal of phosphate and uranium",2021,"Applied Surface Science","570",,"150804","","",,48,"10.1016/j.apsusc.2021.150804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114726795&doi=10.1016%2fj.apsusc.2021.150804&partnerID=40&md5=c66ac2dbbbac5cf686e02ee4f5e40f3a",Article,"Final","",Scopus,2-s2.0-85114726795
"Zhang, Y., Wang, H., Wang, X., Liu, B., Wei, Y.","57200035815;57218525246;57221939886;56499574700;56107741400;","An anti-oil-fouling and robust superhydrophilic MnCo2O4 coated stainless steel mesh for ultrafast oil/water mixtures separation",2021,"Separation and Purification Technology","264",,"118435","","",,69,"10.1016/j.seppur.2021.118435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100681030&doi=10.1016%2fj.seppur.2021.118435&partnerID=40&md5=20a9d3ac24321606ec0e1b6a5f8a6861",Article,"Final","",Scopus,2-s2.0-85100681030
"Sun, Y., Liu, R., Wen, S., Wang, J., Chen, L., Yan, B., Peng, S., Ma, C., Cao, X., Ma, C., Duan, G., Wang, H., Shi, S., Yuan, Y., Wang, N.","57208133314;57221635313;57221631156;57221634302;57221631533;57208126424;57221631359;57223922410;57223937719;56228592100;37002429600;57225058526;57194223450;55226107100;56441899500;","Antibiofouling Ultrathin Poly(amidoxime) Membrane for Enhanced U(VI) Recovery from Wastewater and Seawater",2021,"ACS Applied Materials and Interfaces","13","18",,"21272","21285",,55,"10.1021/acsami.1c02882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106461397&doi=10.1021%2facsami.1c02882&partnerID=40&md5=106d360f17cc087190e07954b447d8b3",Article,"Final","",Scopus,2-s2.0-85106461397
"Ghedjemis, A., Ayeche, R., Benouadah, A., Fenineche, N.","57208708567;55639654400;56306575800;55909673000;","A new application of Hydroxyapatite extracted from dromedary bone: Adsorptive removal of Congo red from aqueous solution",2021,"International Journal of Applied Ceramic Technology","18","3",,"590","597",,10,"10.1111/ijac.13677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100486945&doi=10.1111%2fijac.13677&partnerID=40&md5=31136551fc9c871f9652038a0dbb86b1",Article,"Final","",Scopus,2-s2.0-85100486945
"Zhao, B., Yuan, L., Wang, Y., Duan, T., Shi, W.","57217235524;24451616600;57195437534;36134312000;15770395100;","Carboxylated UiO-66 Tailored for U(VI) and Eu(III) Trapping: From Batch Adsorption to Dynamic Column Separation",2021,"ACS Applied Materials and Interfaces","13","14",,"16300","16308",,84,"10.1021/acsami.1c00364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104369224&doi=10.1021%2facsami.1c00364&partnerID=40&md5=6a4424607e1b98fbcf4812e466321eea",Article,"Final","",Scopus,2-s2.0-85104369224
"Shao, D.-D., Zhang, Q., Wang, L., Wang, Z.-Y., Jing, Y.-X., Cao, X.-L., Zhang, F., Sun, S.-P.","57205877046;57205417207;57221792364;57212609093;57221788097;57202248331;56341303100;36459053800;","Enhancing interfacial adhesion of MXene nanofiltration membranes via pillaring carbon nanotubes for pressure and solvent stable molecular sieving",2021,"Journal of Membrane Science","623",,"119033","","",,48,"10.1016/j.memsci.2020.119033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100164286&doi=10.1016%2fj.memsci.2020.119033&partnerID=40&md5=9d3b999892087c44d84eee9995361daa",Article,"Final","",Scopus,2-s2.0-85100164286
"Yang, X., Liu, Y., Hu, S., Yu, F., He, Z., Zeng, G., Feng, Z., Sengupta, A.","57220068490;57220078049;57220076937;57220073502;57220068940;56482690500;57205495229;8510548900;","Construction of Fe3O4@MXene composite nanofiltration membrane for heavy metal ions removal from wastewater",2021,"Polymers for Advanced Technologies","32","3",,"1000","1010",,87,"10.1002/pat.5148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096779540&doi=10.1002%2fpat.5148&partnerID=40&md5=d71afb5f25b53a48059a54f5bf0865ba",Article,"Final","",Scopus,2-s2.0-85096779540
"Alahabadi, A., Singh, P., Raizada, P., Anastopoulos, I., Sivamani, S., Dotto, G.L., Landarani, M., Ivanets, A., Kyzas, G.Z., Hosseini-Bandegharaei, A.","57194225696;57031031900;36237836300;55576330200;57755320900;26639244700;57217067500;24070806000;17345938100;57200191842;","Activated carbon from wood wastes for the removal of uranium and thorium ions through modification with mineral acid",2020,"Colloids and Surfaces A: Physicochemical and Engineering Aspects","607",,"125516","","",,66,"10.1016/j.colsurfa.2020.125516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090565785&doi=10.1016%2fj.colsurfa.2020.125516&partnerID=40&md5=5b1096967f536359e1fabae4bae4d3e9",Article,"Final","",Scopus,2-s2.0-85090565785
"Ge, Y., He, Z., Wu, J., Wang, G., Xie, S., Liu, J.","57210315288;57218227585;57218226958;57206908964;55457988900;37124356700;","Manganese ferrite/porous graphite carbon nitride composites for U(VI) adsorption from aqueous solutions",2020,"Journal of Radioanalytical and Nuclear Chemistry","326","1",,"157","171",,11,"10.1007/s10967-020-07281-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088396778&doi=10.1007%2fs10967-020-07281-8&partnerID=40&md5=26dd4765be04d12badf044dae7c6b17c",Article,"Final","",Scopus,2-s2.0-85088396778
"Wang, Y., Zhang, Y., Li, Q., Li, Y., Cao, L., Li, W.","59295441900;7601335559;57217007593;56526829300;56525817700;49061282500;","Amidoximated cellulose fiber membrane for uranium extraction from simulated seawater",2020,"Carbohydrate Polymers","245",,"116627","","",,109,"10.1016/j.carbpol.2020.116627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086509514&doi=10.1016%2fj.carbpol.2020.116627&partnerID=40&md5=096c761ee53f1970020ffa7c79948895",Article,"Final","",Scopus,2-s2.0-85086509514
"Yang, W., Li, Y., Feng, L., Hou, Y., Wang, S., Yang, B., Hu, X., Zhang, W., Ramakrishna, S.","56393379400;57202364520;57210958868;57217187494;57203576388;57217187311;55496251000;57209839432;57205523298;","GO/Bi2S3 doped PVDF/TPU nanofiber membrane with enhanced photothermal performance",2020,"International Journal of Molecular Sciences","21","12","4224","1","13",,15,"10.3390/ijms21124224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086686561&doi=10.3390%2fijms21124224&partnerID=40&md5=12e941f47bde1b1dc6e8e1670d3c777a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85086686561
"Yin, L., Hu, B., Zhuang, L., Dong, F., Li, J., Hayat, T., Ahmed, A., Wang, X.","","Synthesis of flexible cross-linked cryptomelane-type manganese oxide nanowire membranes and their application for U(VI) and Eu(III) elimination from solutions",2020,"Chem Eng J","381",,,"","",,3,,,Article,"Final","",Scopus,2-s2.0-85126960449
"Xiong, X.H., Tao, Y., Yu, Z.W., Yang, L.X., Sun, L.J., Fan, Y.L., Luo, F.","56844376900;57202353371;57220640763;57202353858;57210462763;57211915456;35206356000;","Selective extraction of thorium from uranium and rare earth elements using sulfonated covalent organic framework and its membrane derivate",2020,"Chemical Engineering Journal","384",,"123240","","",,119,"10.1016/j.cej.2019.123240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075391350&doi=10.1016%2fj.cej.2019.123240&partnerID=40&md5=3a95de18c79582d84c31d72594f33f8a",Article,"Final","",Scopus,2-s2.0-85075391350
"Xing, Y., Akonkwa, G., Liu, Z., Ye, H., Han, K.","57208399476;57214727862;59058234300;23096600600;37072398700;","Crumpled Two-Dimensional Ti3C2Tx MXene Lamellar Membranes for Solvent Permeation and Separation",2020,"ACS Applied Nano Materials","3","2",,"1526","1534",,51,"10.1021/acsanm.9b02322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078999659&doi=10.1021%2facsanm.9b02322&partnerID=40&md5=ed7ce3b7c5d189e74e6db7bd9f455410",Article,"Final","",Scopus,2-s2.0-85078999659
"Bao, S., Yang, W., Wang, Y., Yu, Y., Sun, Y.","56533151400;57145049700;57210153335;55731534900;7406426262;","One-pot synthesis of magnetic graphene oxide composites as an efficient and recoverable adsorbent for Cd(II) and Pb(II) removal from aqueous solution",2020,"Journal of Hazardous Materials","381",,"120914","","",,169,"10.1016/j.jhazmat.2019.120914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069656735&doi=10.1016%2fj.jhazmat.2019.120914&partnerID=40&md5=364482b481fc6ccf68f32a8d24409253",Article,"Final","",Scopus,2-s2.0-85069656735
"Sun, Y., Li, S., Zhuang, Y., Liu, G., Xing, W., Jing, W.","57202547227;57211384416;57194679608;57198345626;35220897500;7006423415;","Adjustable interlayer spacing of ultrathin MXene-derived membranes for ion rejection",2019,"Journal of Membrane Science","591",,"117350","","",,117,"10.1016/j.memsci.2019.117350","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073703301&doi=10.1016%2fj.memsci.2019.117350&partnerID=40&md5=40d9189ccaf3255ed50d7b03a2e408b8",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073703301
"El-Maghrabi, H.H., Younes, A.A., Salem, A.R., Rabie, K., El-shereafy, E.-S.","57191293211;37099201800;57201558730;8835436800;6505991004;","Magnetically modified hydroxyapatite nanoparticles for the removal of uranium (VI): Preparation, characterization and adsorption optimization",2019,"Journal of Hazardous Materials","378",,"120703","","",,135,"10.1016/j.jhazmat.2019.05.096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066932459&doi=10.1016%2fj.jhazmat.2019.05.096&partnerID=40&md5=1cdb917ef7be87aafe859538ce615984",Article,"Final","",Scopus,2-s2.0-85066932459
"Jiaqi, Z., Yimin, D., Danyang, L., Shengyun, W., Liling, Z., Yi, Z.","57200174440;26651305000;57201748752;57207950478;57201748430;57201744475;","Synthesis of carboxyl-functionalized magnetic nanoparticle for the removal of methylene blue",2019,"Colloids and Surfaces A: Physicochemical and Engineering Aspects","572",,,"58","66",,82,"10.1016/j.colsurfa.2019.03.095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063860137&doi=10.1016%2fj.colsurfa.2019.03.095&partnerID=40&md5=0888abe7a3a04de0f00e1a25e2db2e17",Article,"Final","",Scopus,2-s2.0-85063860137
"Xu, W., Song, Y., Dai, K., Sun, S., Liu, G., Yao, J.","56052299600;57202833628;36898205400;57202831225;57202829361;57217616999;","Novel ternary nanohybrids of tetraethylenepentamine and graphene oxide decorated with MnFe2O4 magnetic nanoparticles for the adsorption of Pb(II)",2018,"Journal of Hazardous Materials","358",,,"337","345",,106,"10.1016/j.jhazmat.2018.06.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049520577&doi=10.1016%2fj.jhazmat.2018.06.071&partnerID=40&md5=c80df465ff9e281883a13f1abba44340",Article,"Final","",Scopus,2-s2.0-85049520577
"Pandey, R.P., Rasool, K., Madhavan, V.E., Aïssa, B., Gogotsi, Y., Mahmoud, K.A.","55519740800;28767865000;57216825513;13607002600;7007093973;7006469822;","Ultrahigh-flux and fouling-resistant membranes based on layered silver/MXene (Ti3C2T:X) nanosheets",2018,"Journal of Materials Chemistry A","6","8",,"3522","3533",,449,"10.1039/c7ta10888e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042406313&doi=10.1039%2fc7ta10888e&partnerID=40&md5=8cdf6955df3e90e79143960e7eb1530b",Article,"Final","",Scopus,2-s2.0-85042406313
"Liu, C., Hsu, P.-C., Xie, J., Zhao, J., Wu, T., Wang, H., Liu, W., Zhang, J., Chu, S., Cui, Y.","57200872258;55263063500;57188538093;55758553000;59442766500;55623093900;57578347100;57208606917;56623795600;57201126795;","A half-wave rectified alternating current electrochemical method for uranium extraction from seawater",2017,"Nature Energy","2","4","17007","","",,494,"10.1038/nenergy.2017.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019646897&doi=10.1038%2fnenergy.2017.7&partnerID=40&md5=1d8b9aca4214231d8e85a6e5a1e3dbd0",Article,"Final","",Scopus,2-s2.0-85019646897
"Semião, A.J.C., Rossiter, H.M.A., Schäfer, A.I.","35559793400;35070340000;7202243833;","Impact of organic matter and speciation on the behaviour of uranium in submerged ultrafiltration",2010,"Journal of Membrane Science","348","1-2",,"174","180",,86,"10.1016/j.memsci.2009.10.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72649088231&doi=10.1016%2fj.memsci.2009.10.056&partnerID=40&md5=9077c78317005f2317eb3339cea29c31",Article,"Final","All Open Access, Green",Scopus,2-s2.0-72649088231
